x0,x1,x2,x3,x4,x5,y
0.0,300.7,310.6,1540.0,52.7,85.0,0
0.0,301.8,311.2,1822.0,26.2,204.0,0
0.0,297.4,309.0,1324.0,56.9,173.0,0
1.0,299.2,310.4,1325.0,52.0,34.0,0
1.0,300.7,310.8,1506.0,44.0,97.0,0
0.0,300.5,309.7,1395.0,61.0,157.0,0
0.0,298.3,309.1,1387.0,52.3,160.0,0
1.0,298.4,309.5,1519.0,35.4,133.0,0
1.0,297.2,308.3,1431.0,43.7,46.0,0
0.0,296.8,307.9,1372.0,49.0,140.0,0
0.0,301.4,310.6,1555.0,43.3,212.0,0
0.0,299.3,309.1,1473.0,40.3,125.0,0
1.0,300.6,309.4,1452.0,39.4,78.0,0
1.0,303.6,311.8,1659.0,34.7,94.0,0
1.0,296.9,307.9,1979.0,20.4,68.0,0
0.0,300.0,309.8,1474.0,40.6,78.0,0
2.0,302.4,311.5,1540.0,43.7,81.0,0
0.0,301.3,310.5,1406.0,47.1,83.0,0
0.0,300.7,310.8,1814.0,21.4,59.0,0
0.0,297.5,308.6,1497.0,43.9,91.0,0
0.0,302.3,311.5,1384.0,50.8,13.0,0
0.0,300.7,310.7,1541.0,41.3,82.0,0
0.0,297.4,308.1,1729.0,31.7,204.0,0
2.0,300.4,309.6,1571.0,33.6,126.0,0
0.0,302.3,310.1,1353.0,50.9,36.0,1
0.0,299.2,308.5,1366.0,49.7,74.0,0
0.0,298.9,308.5,1580.0,39.1,119.0,0
0.0,299.6,311.1,1521.0,37.2,131.0,0
0.0,297.7,308.7,1688.0,27.2,125.0,0
0.0,301.2,311.7,1463.0,48.3,204.0,0
0.0,299.2,310.5,1384.0,48.7,93.0,0
0.0,299.1,309.5,1512.0,39.0,75.0,0
0.0,298.4,309.4,1540.0,43.2,141.0,0
0.0,298.8,308.9,1455.0,41.3,208.0,1
0.0,300.9,310.7,1427.0,44.1,141.0,0
1.0,301.3,310.4,1501.0,39.8,187.0,0
0.0,300.3,309.4,1705.0,29.4,190.0,0
0.0,298.9,309.7,1449.0,48.8,147.0,0
0.0,299.0,310.4,1606.0,31.1,134.0,0
2.0,304.0,312.9,1495.0,46.6,0.0,0
0.0,297.8,308.4,1685.0,28.4,179.0,0
0.0,301.5,310.5,2289.0,16.4,112.0,0
1.0,300.9,310.5,1444.0,43.2,27.0,0
0.0,298.5,308.8,1332.0,59.1,115.0,0
1.0,300.0,309.6,1573.0,39.7,162.0,0
1.0,297.5,308.5,1496.0,42.2,22.0,0
0.0,300.2,310.3,1514.0,38.7,48.0,0
0.0,300.2,311.8,1798.0,23.2,210.0,0
1.0,299.3,309.0,1496.0,43.4,67.0,0
1.0,302.7,312.1,1378.0,46.9,176.0,0
1.0,297.9,307.6,1609.0,30.3,64.0,0
1.0,298.3,309.1,1488.0,40.6,176.0,0
1.0,300.5,310.4,1548.0,37.3,65.0,0
1.0,297.5,308.5,1662.0,30.3,26.0,0
1.0,297.5,308.3,1459.0,45.2,34.0,0
1.0,300.1,311.3,1518.0,40.2,130.0,0
1.0,302.4,310.1,1520.0,36.6,97.0,0
0.0,300.1,309.5,1450.0,40.1,100.0,0
1.0,301.3,311.1,1492.0,41.2,223.0,0
0.0,300.5,311.3,1490.0,41.8,39.0,0
1.0,297.6,308.6,1482.0,38.3,39.0,0
0.0,302.3,311.4,1434.0,40.3,133.0,0
0.0,297.1,308.4,1422.0,42.1,148.0,0
2.0,298.4,308.5,1398.0,47.1,122.0,0
0.0,299.8,309.4,1460.0,37.4,25.0,0
1.0,302.6,311.0,1589.0,39.0,122.0,0
0.0,302.5,310.2,1547.0,36.9,103.0,0
0.0,301.1,309.8,1493.0,38.9,149.0,0
0.0,301.3,310.1,1269.0,56.8,195.0,1
2.0,296.6,307.7,1654.0,31.0,91.0,0
0.0,301.7,310.3,1397.0,44.6,57.0,0
0.0,300.0,309.4,2010.0,20.0,55.0,0
1.0,301.3,311.0,1495.0,40.8,148.0,0
0.0,298.9,310.2,2737.0,8.8,142.0,1
0.0,298.4,309.5,2153.0,15.3,98.0,1
1.0,303.0,312.3,1674.0,29.5,109.0,0
1.0,299.9,309.2,1574.0,36.5,177.0,0
0.0,299.7,309.0,1412.0,49.2,85.0,0
0.0,304.0,313.2,1481.0,42.6,213.0,0
0.0,298.9,308.7,1433.0,44.7,108.0,0
0.0,298.2,309.1,1429.0,48.5,164.0,0
1.0,299.2,310.4,1502.0,39.8,34.0,0
0.0,298.3,309.4,1378.0,52.3,12.0,0
1.0,301.4,310.9,1557.0,39.3,174.0,0
0.0,302.3,310.9,1596.0,33.5,104.0,0
2.0,301.6,310.5,1602.0,32.3,2.0,0
0.0,302.6,311.5,1609.0,36.0,162.0,0
0.0,302.7,310.7,1369.0,47.5,11.0,1
0.0,302.7,311.8,1461.0,46.1,10.0,0
1.0,302.6,311.6,2041.0,19.2,174.0,0
0.0,299.1,310.5,1389.0,61.4,64.0,0
0.0,300.8,311.4,1316.0,57.6,43.0,0
0.0,300.4,311.1,2013.0,20.1,195.0,0
1.0,299.4,308.6,1455.0,42.7,183.0,0
1.0,300.6,309.8,1447.0,42.9,12.0,0
0.0,301.5,310.6,1405.0,42.3,83.0,0
0.0,296.7,307.6,1540.0,38.6,53.0,0
0.0,299.8,309.7,1431.0,40.3,101.0,0
0.0,300.6,310.1,1495.0,42.3,132.0,0
0.0,301.2,310.7,1517.0,39.4,107.0,0
0.0,300.7,311.2,1486.0,46.8,56.0,0
0.0,298.0,308.7,1462.0,48.2,204.0,0
1.0,301.5,310.0,1417.0,44.6,49.0,0
0.0,298.1,307.7,1495.0,48.1,111.0,0
0.0,301.8,310.7,1644.0,33.4,68.0,0
0.0,300.5,310.3,1683.0,31.5,8.0,0
0.0,299.2,308.5,1821.0,26.1,69.0,0
0.0,297.8,307.9,1447.0,48.6,46.0,0
0.0,298.1,310.0,1553.0,40.9,49.0,0
0.0,297.4,308.5,1462.0,42.8,68.0,0
0.0,300.0,311.3,1484.0,53.2,158.0,0
2.0,299.9,311.2,1495.0,35.8,175.0,0
1.0,299.0,308.9,1526.0,41.1,20.0,0
0.0,302.5,311.8,1335.0,52.7,135.0,0
1.0,295.6,306.2,1477.0,45.0,40.0,0
0.0,297.4,308.6,1276.0,53.6,103.0,0
1.0,298.9,310.2,1603.0,36.1,126.0,0
0.0,296.2,306.9,1516.0,39.1,138.0,0
1.0,300.2,311.8,1748.0,28.5,184.0,0
0.0,298.8,308.9,1852.0,25.0,57.0,0
0.0,297.9,309.1,1543.0,36.6,20.0,0
0.0,301.1,312.3,1464.0,35.3,65.0,0
1.0,298.9,310.1,1513.0,41.5,80.0,0
0.0,298.9,308.3,1432.0,48.9,38.0,0
2.0,298.2,308.4,1385.0,42.2,98.0,0
1.0,298.1,308.5,1382.0,54.5,17.0,0
0.0,302.3,310.9,1545.0,36.7,18.0,0
0.0,300.6,309.8,1629.0,37.6,162.0,0
1.0,301.4,310.8,1782.0,26.5,6.0,0
0.0,302.8,310.9,1708.0,29.8,42.0,0
1.0,298.4,309.1,1525.0,39.3,86.0,0
0.0,301.8,311.3,1551.0,35.8,61.0,0
0.0,300.9,310.5,1570.0,40.1,79.0,0
0.0,299.0,310.0,1672.0,33.2,144.0,0
0.0,298.5,310.2,1676.0,32.7,18.0,0
0.0,300.6,310.9,1471.0,37.9,86.0,0
1.0,301.9,309.6,1551.0,34.6,211.0,0
0.0,300.2,310.3,1331.0,52.1,30.0,0
0.0,299.4,309.3,1391.0,46.6,185.0,0
0.0,300.5,309.5,1379.0,55.6,2.0,0
0.0,299.8,309.2,1491.0,47.5,216.0,0
1.0,300.2,310.2,1438.0,51.5,7.0,0
0.0,298.0,308.8,1489.0,36.5,109.0,0
2.0,300.6,310.5,1519.0,37.0,91.0,0
1.0,301.0,311.6,1357.0,45.6,137.0,0
2.0,298.0,308.7,1503.0,36.3,5.0,0
1.0,299.6,309.1,1435.0,48.4,143.0,0
0.0,298.1,307.9,1517.0,40.8,50.0,0
0.0,298.0,308.0,1401.0,54.7,65.0,0
1.0,302.1,311.0,1711.0,28.7,83.0,0
1.0,301.7,310.8,1516.0,40.4,48.0,0
2.0,299.2,310.6,1434.0,48.4,153.0,0
1.0,298.9,309.2,1581.0,36.7,101.0,0
0.0,301.0,310.9,1392.0,52.9,173.0,0
0.0,301.3,310.5,1365.0,47.7,70.0,0
0.0,300.0,311.5,1749.0,28.3,83.0,0
0.0,301.5,310.5,1479.0,34.2,147.0,0
0.0,297.4,308.5,1477.0,40.7,74.0,0
1.0,296.6,307.4,1790.0,25.8,72.0,0
0.0,298.6,310.0,1517.0,41.2,64.0,0
1.0,301.5,310.1,1468.0,40.8,32.0,0
1.0,303.3,311.8,1583.0,33.3,72.0,0
1.0,304.1,313.5,1587.0,33.6,108.0,0
2.0,301.2,310.7,1656.0,26.2,64.0,0
1.0,300.7,310.8,1486.0,41.2,71.0,0
1.0,301.1,311.1,1384.0,42.5,185.0,0
1.0,302.6,310.2,2157.0,17.2,94.0,0
0.0,296.1,307.1,1898.0,22.7,20.0,0
0.0,298.4,308.9,1496.0,37.9,194.0,0
1.0,301.4,310.3,1610.0,29.1,166.0,0
0.0,301.4,310.4,1543.0,40.9,190.0,0
1.0,298.3,309.1,1296.0,58.7,201.0,0
1.0,299.2,308.2,1674.0,28.2,14.0,0
0.0,300.7,310.1,1565.0,40.2,81.0,0
1.0,304.2,313.6,1424.0,43.7,151.0,0
0.0,299.1,308.3,1489.0,38.1,32.0,0
0.0,299.3,309.0,1415.0,47.6,156.0,0
1.0,299.8,309.7,1556.0,37.7,124.0,0
0.0,302.1,311.3,1521.0,31.5,202.0,0
2.0,299.7,309.2,1468.0,49.6,132.0,0
