x0,x1,x2,x3,x4,x5,y
0.0,298.1,307.8,1524.0,40.8,71.0,0
0.0,299.6,309.1,1574.0,39.2,83.0,0
2.0,299.1,308.3,1451.0,42.8,21.0,0
0.0,298.3,308.5,1539.0,36.1,168.0,0
1.0,297.3,308.7,1577.0,35.6,133.0,0
0.0,300.1,309.3,1616.0,32.0,199.0,0
0.0,297.9,307.5,1561.0,37.7,16.0,0
0.0,297.1,307.8,1477.0,36.6,177.0,0
0.0,298.7,309.8,1469.0,38.4,62.0,0
1.0,303.0,311.1,1372.0,54.3,117.0,1
0.0,299.8,309.7,1483.0,39.6,87.0,0
0.0,303.5,313.0,1322.0,59.5,71.0,0
0.0,298.3,308.9,1862.0,27.0,172.0,0
0.0,300.4,310.2,1529.0,36.2,10.0,0
0.0,301.4,310.4,1433.0,43.4,86.0,0
0.0,298.8,310.0,1389.0,49.6,149.0,0
0.0,296.8,307.6,1368.0,52.0,140.0,0
0.0,298.3,309.1,1395.0,49.8,133.0,0
0.0,300.8,310.8,1741.0,27.1,39.0,0
0.0,300.3,311.5,1446.0,45.0,82.0,0
1.0,299.0,310.1,1705.0,30.1,84.0,0
0.0,301.6,310.9,1559.0,40.2,191.0,0
0.0,300.5,311.5,1708.0,31.2,57.0,0
1.0,300.4,311.4,1355.0,56.2,122.0,0
0.0,297.8,307.5,1631.0,29.9,144.0,0
0.0,297.5,309.3,1675.0,29.8,72.0,0
1.0,300.6,309.4,1541.0,35.2,105.0,0
2.0,299.2,310.7,1636.0,29.4,23.0,0
1.0,297.7,309.0,1433.0,41.8,16.0,0
0.0,301.2,309.9,1687.0,29.7,30.0,0
0.0,300.4,309.8,1314.0,63.1,146.0,0
0.0,299.3,309.1,1795.0,24.7,187.0,0
1.0,298.1,308.8,1811.0,25.4,147.0,0
1.0,299.3,308.4,1468.0,42.2,83.0,0
1.0,300.6,311.6,1669.0,29.2,200.0,0
1.0,302.7,312.2,1350.0,58.6,2.0,0
0.0,297.6,309.1,1449.0,49.1,174.0,0
0.0,298.7,308.5,1480.0,42.2,58.0,0
1.0,297.7,308.1,1469.0,48.8,183.0,0
1.0,304.1,313.2,1586.0,41.1,129.0,0
1.0,298.4,308.6,1527.0,40.9,96.0,0
1.0,298.9,308.5,1555.0,37.6,142.0,0
1.0,303.8,313.2,1710.0,26.5,190.0,0
0.0,298.2,308.4,1512.0,34.9,181.0,0
0.0,297.8,309.2,1400.0,56.9,34.0,0
1.0,299.2,309.1,1503.0,34.7,6.0,0
0.0,298.5,309.5,1738.0,25.2,49.0,0
1.0,299.2,308.4,1476.0,32.7,101.0,0
0.0,299.8,311.1,1412.0,42.5,181.0,0
2.0,297.5,309.3,1525.0,41.7,235.0,0
0.0,299.6,309.5,1570.0,35.5,189.0,0
2.0,303.3,311.3,1502.0,39.5,38.0,0
0.0,298.4,308.9,1706.0,29.5,107.0,0
2.0,299.0,310.1,2053.0,19.7,137.0,0
0.0,298.9,310.1,1401.0,44.4,76.0,0
0.0,302.3,311.5,1507.0,37.5,55.0,0
0.0,300.3,309.6,1326.0,52.4,57.0,0
1.0,300.0,311.4,1533.0,42.6,180.0,0
1.0,298.4,309.5,1519.0,35.4,133.0,0
0.0,301.0,310.9,1428.0,45.3,47.0,0
0.0,296.8,307.6,1398.0,46.7,144.0,0
0.0,302.1,311.2,1454.0,59.2,153.0,1
0.0,301.0,310.9,1473.0,44.2,116.0,0
0.0,302.6,310.4,1365.0,66.8,80.0,1
0.0,298.8,309.5,1368.0,44.7,147.0,0
0.0,297.4,309.2,1620.0,33.2,28.0,0
1.0,300.2,309.4,1433.0,48.8,191.0,0
2.0,299.3,308.8,1636.0,35.5,180.0,0
1.0,299.8,309.4,1439.0,47.4,57.0,0
1.0,302.4,311.8,1557.0,31.5,49.0,0
1.0,298.2,309.1,1651.0,28.8,186.0,0
1.0,303.6,312.8,1825.0,25.2,29.0,0
1.0,298.9,310.1,1513.0,41.5,80.0,0
2.0,298.0,309.4,1562.0,38.1,58.0,0
0.0,299.5,310.8,1873.0,22.3,211.0,0
1.0,297.2,308.6,1513.0,39.0,78.0,0
1.0,301.0,311.6,1357.0,45.6,137.0,0
1.0,302.4,311.8,1453.0,42.1,105.0,0
0.0,301.9,310.9,1597.0,36.9,50.0,0
1.0,297.6,308.6,1509.0,39.7,166.0,0
2.0,297.0,307.8,1404.0,40.7,184.0,0
0.0,301.9,311.0,1541.0,38.9,193.0,0
1.0,304.2,313.4,1411.0,54.8,44.0,0
2.0,300.5,311.6,1506.0,36.2,10.0,0
1.0,298.8,310.3,1573.0,41.8,91.0,0
0.0,299.8,311.2,1564.0,40.0,172.0,0
1.0,302.3,311.7,1483.0,40.5,8.0,0
1.0,297.6,308.3,1467.0,36.7,68.0,0
0.0,302.1,310.5,1559.0,36.0,124.0,0
0.0,296.8,308.1,1356.0,48.3,201.0,0
1.0,300.4,309.8,1430.0,43.4,198.0,0
1.0,302.2,311.3,1521.0,40.6,52.0,0
1.0,298.4,309.5,1484.0,41.7,119.0,0
0.0,300.7,311.0,1312.0,52.1,107.0,0
0.0,298.2,307.8,1804.0,25.1,108.0,0
0.0,301.7,309.8,1491.0,39.3,114.0,0
0.0,304.0,313.0,2012.0,21.1,115.0,0
0.0,299.8,309.5,1641.0,27.1,16.0,0
1.0,298.5,308.8,1557.0,36.0,21.0,0
1.0,296.2,307.3,1451.0,42.8,11.0,0
0.0,301.4,310.6,1578.0,33.0,181.0,0
2.0,303.8,312.6,1811.0,24.9,183.0,0
1.0,299.2,308.4,1396.0,48.5,5.0,0
0.0,299.5,309.3,1941.0,22.5,18.0,0
2.0,300.3,309.9,1509.0,46.6,125.0,0
0.0,299.0,310.1,1623.0,33.0,210.0,0
0.0,302.4,310.3,1520.0,31.6,121.0,0
2.0,298.5,309.4,1414.0,46.7,102.0,0
0.0,297.8,307.5,1388.0,40.0,159.0,0
0.0,297.3,308.7,1491.0,40.2,112.0,0
2.0,298.3,309.6,1546.0,36.2,177.0,0
2.0,300.9,311.0,1853.0,23.6,122.0,0
0.0,301.0,310.9,1492.0,36.7,199.0,0
