x0,x1,x2,x3,x4,x5,y
0.0,300.0,309.5,1641.0,30.1,35.0,0
0.0,297.2,308.7,1669.0,30.7,72.0,0
1.0,300.9,310.8,1599.0,33.0,7.0,0
1.0,299.1,310.0,1580.0,36.0,195.0,0
0.0,303.6,312.7,1418.0,44.1,118.0,0
1.0,298.2,308.0,1577.0,35.9,151.0,0
1.0,299.2,308.9,1447.0,39.6,22.0,0
1.0,299.1,310.3,1233.0,59.0,81.0,0
2.0,303.3,311.8,1649.0,29.4,49.0,0
2.0,296.3,307.1,1774.0,25.9,154.0,0
0.0,303.5,312.5,1418.0,42.2,170.0,0
0.0,301.2,310.7,1568.0,38.3,49.0,0
2.0,304.1,313.2,1586.0,34.6,139.0,0
2.0,301.1,311.0,1339.0,52.8,194.0,0
1.0,302.0,311.1,1769.0,26.0,10.0,0
2.0,297.4,308.3,1771.0,27.4,100.0,0
1.0,300.5,309.8,1566.0,35.9,204.0,0
1.0,298.1,307.6,1565.0,36.3,140.0,0
1.0,303.1,311.0,1510.0,47.6,16.0,0
1.0,298.5,309.6,1492.0,41.7,100.0,0
1.0,298.1,308.2,1654.0,35.3,155.0,0
0.0,297.0,308.1,1362.0,52.5,213.0,1
2.0,299.3,308.6,1498.0,39.5,47.0,0
1.0,303.8,313.0,1789.0,23.5,215.0,0
1.0,302.3,311.5,1530.0,42.3,21.0,0
1.0,300.8,310.7,1371.0,44.7,205.0,0
1.0,301.4,310.7,1617.0,34.3,101.0,0
0.0,298.5,309.5,1547.0,33.1,68.0,0
0.0,300.1,311.3,1676.0,30.3,151.0,0
1.0,299.7,311.1,1618.0,30.3,125.0,0
1.0,300.2,309.4,1752.0,27.8,208.0,0
0.0,301.0,311.6,1352.0,63.5,143.0,0
0.0,302.3,311.2,1633.0,36.4,114.0,0
0.0,302.7,310.5,1351.0,41.8,10.0,1
1.0,301.9,310.9,1421.0,46.2,26.0,0
0.0,302.0,311.1,1406.0,50.5,187.0,0
0.0,298.2,307.8,1439.0,41.6,62.0,0
0.0,298.8,309.5,1368.0,44.7,147.0,0
0.0,297.5,308.6,1546.0,33.8,139.0,0
2.0,297.5,308.8,1824.0,24.0,179.0,0
0.0,300.1,310.1,1569.0,43.5,17.0,0
2.0,298.8,308.5,1359.0,47.6,85.0,0
0.0,300.8,312.4,1365.0,44.5,129.0,0
1.0,298.5,308.0,1713.0,25.8,154.0,0
0.0,296.9,307.8,1400.0,57.1,202.0,1
0.0,299.6,309.5,1803.0,27.7,159.0,0
1.0,297.6,308.4,1569.0,38.3,93.0,0
0.0,302.6,312.4,1398.0,41.6,40.0,0
1.0,303.1,312.4,1378.0,50.1,104.0,0
1.0,302.1,311.1,1423.0,36.8,80.0,0
0.0,300.3,311.5,1466.0,46.2,62.0,0
1.0,303.8,312.6,1768.0,23.9,149.0,0
1.0,302.3,310.9,1742.0,29.7,137.0,0
1.0,298.8,309.7,2098.0,19.0,133.0,0
0.0,302.6,312.1,1439.0,52.3,35.0,0
0.0,299.2,310.3,1429.0,40.1,23.0,0
0.0,302.5,312.1,1534.0,38.6,3.0,0
1.0,299.8,309.4,1751.0,27.0,173.0,0
2.0,303.1,311.3,1494.0,42.7,221.0,0
0.0,298.4,307.9,1446.0,45.3,23.0,0
0.0,297.1,308.4,1468.0,44.4,197.0,0
0.0,301.7,311.0,1548.0,40.3,21.0,0
1.0,299.1,308.4,1330.0,53.6,62.0,0
1.0,300.2,309.8,1394.0,47.4,21.0,0
0.0,302.6,312.1,1668.0,28.7,180.0,0
0.0,301.7,310.9,1405.0,46.4,207.0,1
0.0,304.3,313.5,1590.0,29.8,17.0,0
0.0,302.2,311.5,1489.0,38.3,35.0,0
2.0,300.5,310.0,1495.0,47.4,184.0,0
0.0,298.3,308.8,1767.0,27.3,168.0,0
0.0,299.0,310.2,1690.0,30.7,244.0,0
0.0,302.1,311.4,1446.0,39.7,95.0,0
0.0,299.3,310.9,1669.0,32.4,5.0,0
0.0,299.0,308.6,1329.0,60.5,120.0,0
0.0,302.0,310.9,1455.0,43.2,220.0,0
0.0,299.5,309.3,1972.0,19.3,177.0,0
1.0,300.8,310.8,1549.0,35.5,79.0,0
0.0,301.6,311.1,1907.0,21.5,102.0,0
0.0,302.6,311.7,1773.0,27.1,30.0,0
1.0,300.5,311.6,1476.0,39.1,199.0,0
0.0,297.7,308.9,1662.0,28.1,19.0,0
1.0,303.8,312.5,1366.0,45.1,143.0,0
0.0,298.9,310.1,1944.0,23.4,192.0,0
0.0,300.2,311.7,1640.0,30.8,191.0,0
0.0,297.1,307.8,1477.0,36.6,177.0,0
0.0,300.9,312.1,1474.0,42.4,171.0,0
1.0,300.8,310.2,1304.0,52.5,157.0,0
0.0,298.0,308.0,1433.0,39.2,87.0,0
1.0,301.9,310.7,1472.0,47.0,73.0,0
0.0,300.1,309.2,1326.0,55.9,55.0,0
0.0,299.8,310.0,1697.0,36.0,175.0,0
1.0,299.3,308.7,1459.0,35.6,87.0,0
1.0,299.2,308.4,1476.0,32.7,101.0,0
2.0,301.8,311.2,1451.0,39.4,70.0,0
0.0,298.9,310.6,1406.0,43.8,12.0,0
0.0,299.3,310.5,1529.0,41.3,17.0,0
0.0,299.6,310.8,1400.0,40.8,118.0,0
0.0,298.1,307.8,1379.0,49.1,135.0,0
0.0,303.7,312.2,1487.0,34.0,94.0,0
0.0,298.4,309.3,1549.0,40.8,139.0,0
2.0,304.2,313.5,1546.0,41.4,58.0,0
1.0,298.8,309.0,1592.0,38.2,169.0,0
0.0,297.3,308.2,1896.0,24.4,47.0,0
1.0,300.3,311.5,1445.0,47.3,40.0,0
0.0,299.1,310.4,1452.0,39.7,151.0,0
0.0,300.7,310.9,1650.0,29.4,102.0,0
0.0,298.6,309.9,1630.0,30.6,2.0,0
2.0,295.6,306.3,1509.0,35.8,60.0,0
0.0,300.8,312.0,1496.0,40.0,175.0,0
1.0,298.6,310.2,1668.0,31.5,7.0,0
0.0,302.6,312.3,1321.0,53.4,42.0,0
0.0,298.2,309.0,1491.0,38.3,121.0,0
1.0,297.7,308.1,1469.0,48.8,183.0,0
0.0,298.0,307.6,1385.0,45.0,158.0,0
1.0,301.5,310.4,1276.0,55.6,158.0,0
0.0,298.6,310.0,1517.0,39.0,4.0,0
0.0,301.1,310.4,1312.0,73.6,49.0,1
0.0,300.9,309.5,1612.0,35.2,124.0,0
0.0,300.0,311.5,1445.0,41.6,81.0,0
2.0,298.9,310.1,1366.0,62.7,161.0,0
0.0,303.5,311.6,2183.0,17.0,110.0,0
1.0,300.6,309.8,1694.0,31.1,187.0,0
0.0,300.1,310.2,1475.0,54.2,53.0,0
0.0,298.1,308.0,1456.0,42.4,59.0,0
0.0,300.4,309.7,1488.0,35.7,177.0,0
0.0,302.2,311.1,1447.0,52.1,174.0,0
1.0,301.9,310.9,1441.0,43.7,0.0,0
0.0,299.7,309.4,1445.0,42.9,55.0,0
1.0,297.2,307.9,1456.0,44.9,85.0,0
0.0,301.5,310.6,1519.0,40.7,208.0,0
0.0,298.0,308.8,1757.0,29.1,71.0,0
0.0,299.3,308.6,1433.0,37.7,42.0,0
0.0,300.8,310.4,1570.0,35.2,23.0,0
0.0,300.2,311.5,1492.0,41.8,128.0,0
1.0,302.3,310.9,1627.0,32.3,0.0,0
0.0,303.5,312.9,1332.0,52.9,66.0,0
0.0,298.8,309.8,1461.0,39.4,141.0,0
1.0,299.0,310.2,1564.0,39.9,97.0,0
2.0,300.5,312.0,1375.0,43.2,108.0,0
0.0,303.6,311.8,1736.0,32.9,99.0,0
2.0,299.0,310.0,1387.0,45.2,110.0,0
0.0,298.1,307.9,1517.0,40.8,50.0,0
1.0,297.2,308.6,1498.0,44.4,9.0,0
1.0,302.2,311.4,1642.0,32.1,42.0,0
0.0,298.7,310.3,1451.0,40.0,86.0,0
0.0,303.4,312.3,1502.0,36.0,69.0,0
0.0,298.5,309.6,1421.0,53.6,122.0,0
0.0,299.0,310.0,1582.0,31.9,51.0,0
1.0,298.1,307.8,1503.0,44.7,54.0,0
2.0,298.9,310.2,1771.0,26.8,216.0,0
0.0,300.0,309.1,1631.0,28.3,110.0,0
0.0,303.8,312.7,1414.0,41.7,190.0,0
0.0,300.6,310.0,1511.0,36.9,105.0,0
0.0,298.9,309.8,1287.0,61.9,216.0,1
1.0,301.6,310.8,1290.0,65.3,63.0,0
0.0,298.8,309.7,1582.0,45.0,11.0,0
0.0,298.8,310.0,1403.0,45.6,185.0,0
0.0,300.7,309.8,1406.0,48.4,151.0,0
0.0,302.1,310.7,1314.0,52.8,8.0,1
2.0,298.1,309.9,1686.0,29.1,60.0,0
1.0,301.5,311.1,1660.0,33.8,115.0,0
2.0,300.4,311.6,1715.0,30.8,203.0,0
1.0,302.4,311.2,1330.0,58.6,201.0,0
