x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
0.5423237270513124,0.3387482068288837,0.7130748229520736,0.67379612249758,0.8407014826738912,0.6143748628852659,0.7211455978318684,0.5197002437034519,0.8601812262665116,0.8865910266720676,1
0.8198135876279016,0.9569091842256146,0.04943062944263377,0.7566746027109292,0.9088047497445628,0.635292841641854,0.5897860168179307,0.1451868252459883,1.0234841414852383,0.41704487834775655,0
0.9854880921985312,0.7788599182677535,0.8137943942704644,0.21485330875238806,0.3075252352982891,0.6870023301006746,0.1195782012111016,0.7930661862768715,0.18383895527359465,0.9760037685697961,3
0.4481917856809923,1.088507501919752,-0.11694219542915041,0.8657559688229097,0.6898092929217521,0.9337728337479103,0.17189196461297507,0.6181239900411988,1.2146788019440304,0.6711895725887984,3
0.8125288326734982,1.025593966965415,0.07900990724465326,0.6278410404691219,0.16864901732787269,0.4819155547094296,0.8575794703448375,0.10958485871775767,0.5813312980779965,0.2011392130856945,1
0.004209134650914121,0.7942198145792707,0.44198375216843866,0.7738450987684973,0.4160104669197668,0.37709455886537907,0.912434119374248,0.9379152772040863,0.012365257451158213,0.5738133409492218,2
0.4418119022790555,0.5803100823395474,0.8953859156352142,0.6606556583511868,0.5775534367893409,0.703104467415461,0.9601368440866807,0.7900579800889819,0.82398995112771,0.8764339116575639,1
0.7900970350300602,0.1764061492241711,0.2894978230686859,0.10205864399365075,0.21843049102722994,0.4891159083068985,0.2641171111838985,0.47084859441246923,0.31225094577324564,0.8702118792242469,0
0.46383489461758987,1.138189248124189,0.011248122306132244,0.37175665127740853,-0.020856559988098627,0.5207036878831689,0.5838622698847822,-0.026568126290373098,0.2824201936783327,0.9135010127224034,1
0.7912463050260706,0.17457776888683085,0.2905660088216565,0.10153566778116514,0.2180648028231829,0.4910760997555567,0.26532241518210786,0.46994765166456687,0.31211503428826404,0.8706077087554353,0
0.16583793856433718,0.45030748693166067,-0.13302610209506321,0.27234005924965576,0.43954822561664164,0.43662914684299736,0.6480337240387304,0.6392962976583667,-0.008288085318390787,0.568082024559519,0
0.10551426779960164,0.9047333697244322,0.858457615987252,0.686130256775319,0.5080154664762058,0.0757366964829316,0.7264749708510327,0.20071441260286407,0.5995332290578091,0.27809568384488403,2
0.23116414825457585,0.5338485411196597,0.7910941002570261,0.3496999740663524,0.982471687060938,0.8217483515788591,0.05116214593585235,0.5881221486676995,0.7151572983566711,0.26311736971455196,1
0.2872904249886982,0.30214261095531064,1.1009097880584782,0.592432898570233,-0.038198335029406505,1.0009886744069316,0.03485004139881542,0.4174654772704299,0.2394551980089296,0.013924205852332509,3
0.3862098325621561,0.5334527712593526,0.6749757456401292,0.27392852401316187,0.37500880725008334,0.8121371206874999,0.3150464530458166,-0.020332668006409725,0.32020658249425066,0.8849256096938156,0
0.48605824498851885,0.08029784458791298,0.1771837395494442,0.9557262468808769,0.8311315051326057,0.24779811973498211,0.42082327332641495,0.4771877689700061,0.9276398094838919,0.9078082377548916,1
