x0,x1,y
0.16233492056554333,0.1660104107194359,0
0.25029274551373093,0.27592349187574317,0
0.8967280746247894,0.6233097675471534,1
0.7239922672540714,0.9662868755745228,1
0.3480150507425286,0.9416607418816569,0
0.0722766989541318,0.8581022257679338,0
0.06972668871673016,0.6582569086562842,0
0.7333285664080619,0.48788948008871325,1
0.900674434931437,0.5681393147952852,1
0.7524781925534808,0.8065994799545241,1
0.6433417373233098,0.3871175347368776,1
0.8794852885170363,0.588923505556097,1
0.8542452226401667,0.7281883501172742,1
0.18063326314025996,0.9229263169930397,0
0.2108606517736662,0.5027225759185717,0
0.8205516421663851,0.3791947409910469,1
0.7747196380204655,0.9084746157412238,1
0.03754045352793289,0.6922115793943446,0
0.27987989216319187,0.18190989795473178,0
0.782164942453158,0.07610532709254991,1
0.891678119614913,0.44821689707357193,1
0.8853204916033479,0.5759495779062479,1
0.2472070726487029,0.7870114470336886,0
0.04962358332704497,0.7111524563585411,0
0.334128436747105,0.5186197560923207,0
0.7812930469156104,0.22827661973774516,1
0.7637215386958776,0.33299991040686705,1
0.28343843522911116,0.7601685442305336,0
0.35196799789439925,0.21104057890278172,0
0.7050463968681246,0.8628268672428111,1
0.8559704050062545,0.5578963279447748,1
0.368293394483835,0.7103445348204817,0
0.3917075608284837,0.9318801470503006,0
0.09874522150542409,0.9957653629654081,0
0.2296643492021042,0.9013518544005842,0
0.9067737197633814,0.8509571533259357,1
0.2594972898107849,0.5122946965147362,0
0.3289058809179468,0.5607772113650981,0
0.3774657693422049,0.4349929506695084,0
0.3981182680127211,0.6487485461984418,0
0.4430300243428822,0.9783979630736622,1
0.3263392150099468,0.6962430748101547,0
0.7091606350605386,0.3363551879494404,1
0.8251791928896249,0.7345616120591314,1
0.2457283731995641,0.8903407841299016,0
0.4644151561083255,0.4966886732610637,0
0.7455413179528806,0.33754157272384533,1
0.8553535701532972,0.2494275002660521,1
0.12426960869017922,0.8836928580974989,0
0.7436434536617231,0.8425514458704216,1
0.22661066358164683,0.019450452212435243,0
0.5299317158676236,0.0868049626267795,0
0.32313179569790007,0.25123593624297413,0
0.32932073745397117,0.561630022356357,0
0.25856681220199096,0.09618925380438148,0
0.9863118510027846,0.4514291139544634,1
0.5270848564622089,0.8586719554150901,1
0.011510609257401438,0.3563741342501787,0
0.22980889278726946,0.8073751243558537,0
0.3825484309768198,0.33508494134979394,0
0.07482621111162346,0.3426032704900316,0
0.6940085579976761,0.1192736925855733,1
0.00369271307098451,0.5732318661158797,0
0.36608942288451785,0.36353051234846323,0
0.3499711035393176,0.8174940787677598,0
0.47003608316635737,0.8916053277729922,1
0.8191330137634127,0.3924143239787443,1
0.9834034980213686,0.9263364114605591,1
0.5613519815469432,0.6091407015831495,1
0.5500566001405813,0.12487412472701076,0
0.14316756601218572,0.7111795394847245,0
0.4735687335764729,0.7557484395521646,1
0.7952951575829728,0.00663959597883601,1
0.7260560563666263,0.6136685010915245,1
0.9521160374481642,0.7186691148918328,1
0.6875626917118303,0.5696573029137504,1
0.4953939721051275,0.90004246710422,1
0.11859966603197325,0.5599604422175335,0
0.22362248846251276,0.07965080349406373,0
0.5625938035969237,0.15359593973238705,0
0.38038682693392367,0.5235749364910302,0
0.8931183590067663,0.06950515551121783,1
0.4504716301772541,0.7125204795262691,0
0.007582347778409382,0.39836204351100357,0
0.4030574456590813,0.055125187880837534,0
0.2636399711296987,0.14885592081970345,0
0.767368207377837,0.3799469907225571,1
0.5294798591765248,0.07714623683139554,0
0.7474699977225916,0.32209456617318544,1
0.5071754817896098,0.8979963790685602,1
0.5656216312831976,0.8123720862624128,1
0.11093203974429244,0.6278391518122715,0
0.89849871778798,0.7330033723649113,1
0.9542129075511678,0.6021699865247346,1
0.35467383697995647,0.8388259526611852,0
0.23378307519837005,0.3160985431649118,0
0.821298466106028,0.681163855422058,1
0.32893045230343176,0.20949109149095435,0
0.5301063941705805,0.6190057985832712,1
0.47246927476754086,0.8989846992511525,1
0.9331793275667014,0.719862992774209,1
0.10787145182247415,0.7214340371274309,0
0.8596858066141175,0.47631217547098426,1
0.4974933902545404,0.4671414910204932,0
0.1997882375858684,0.7966846055333341,0
0.5532688916269529,0.88166993367441,1
0.38314073329620135,0.2078147277188308,0
0.5153632131173678,0.07180384392305594,0
0.7917272639248493,0.7563483280014371,1
0.8324077274205467,0.7943675860281695,1
0.9533488290046511,0.1606501361562226,1
0.2343180358567989,0.05579812145135776,0
0.7770935544683185,0.4196617850109571,1
0.18856784881706656,0.8712831547893846,0
0.17282038713449088,0.6905122680589177,0
0.9256932569933003,0.23282056612653235,1
0.5062222099159023,0.8787901332295958,1
0.7929080925839674,0.20119218282986973,1
0.26462366467939824,0.5871316077498773,0
0.8687831513232509,0.03517949706826362,1
0.05112742829059913,0.5656342782491522,0
0.05663916240209377,0.4666210239857136,0
0.16636349689855212,0.6865471658918011,0
0.6001480415387622,0.5585785771073237,1
0.5210454190418581,0.17252676196027827,0
0.92715986605568,0.22699977430363616,1
0.3736468776326882,0.3014458540285265,0
0.2610063724309081,0.138392053079204,0
0.2683267506938086,0.12186006089936063,0
0.04735916045923827,0.412349836996057,0
0.9712935217095796,0.992722733557763,1
0.9025854578426834,0.8425053789857669,1
0.26862712025434676,0.40827925475020466,0
0.7749886389488643,0.0174960976448697,1
0.497940793909058,0.08485567493120028,0
0.9045513839707237,0.21878188347753613,1
0.8532340121099107,0.08080800193433646,1
0.639149261539331,0.3022213390095039,1
0.27656733286643054,0.8198968444531195,0
0.37875837704363824,0.15838725690490807,0
0.11951972740707051,0.13944970531508727,0
0.3442354540655199,0.2949660311953989,0
0.7186860092039254,0.17631543629440827,1
0.07564995356627835,0.14759496947506456,0
0.5864372371739546,0.16759707032195237,1
0.7211765291190452,0.9122569885969947,1
0.008544094938347402,0.16847044612237116,0
