x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,y
5466.086,2.435194,4.708271,17.442882,19.768798,-7.016892,-43.567801,-9.832389,7613.7568,2.77187,6.558079,24.198628,27.34397,-8.015994,-52.322973,-446.645797,1522.5362,1.321558,1.360987,5.841513,7.648499,-2.59656,-18.101615,-144.496502,1836.8516,1.380173,1.621886,6.707258,8.339791,-2.560116,-17.07393,-133.906187,1267.1106,1.583676,1.027352,3.379528,4.390404,-0.533438,-3.549002,-28.435036,1331.2251,1.586801,1.079366,3.516588,4.528187,-0.570899,-3.781788,-5.19423,3509.0478,1.637432,3.06081,12.193445,14.748883,-4.0556,-26.724868,-6.69752,4253.7617,1.716743,3.709638,14.500347,16.935917,-4.510357,-30.043844,-8.253121,3039.146,1.524098,2.693908,10.948266,13.618198,-4.91873,-37.017075,-296.737709,2323.792,1.387999,2.072437,8.323078,10.477806,-3.473476,-26.213279,-222.557678,1402.8618,1.255998,1.258376,5.309181,7.162887,-2.974245,-21.589106,-175.40281,1147.9287,1.256274,1.027262,4.345891,5.731477,-2.307653,-17.049618,-139.224684,2436.2649,1.825775,1.936642,6.337237,8.249731,-0.992126,-6.539078,-18.315773,2394.0564,1.765039,1.935407,6.082717,7.800793,-0.989539,-6.660961,-9.851063,4863.7871,1.800466,4.110106,14.138203,16.011454,-4.54368,-32.969761,-9.836887,4235.5542,1.760719,3.585071,12.532163,14.261567,-3.934018,-28.853751,-8.702333,3
271278.4062,6.299532,70.978241,95.512715,120.028723,-50.806646,-76.184699,-414.47179,237784.6289,5.25202,63.716786,89.479976,117.250505,-42.820108,-64.674333,-398.612528,27984.2539,5.674746,6.944276,8.517494,10.397027,-6.351773,-8.986626,-13.901964,27151.063,5.388591,6.753718,8.377471,9.856329,-6.157272,-8.741796,-13.71821,7188.9671,3.0118,2.1511,3.941282,4.77076,-1.622863,-2.486528,-4.065487,6759.9537,2.933691,1.983601,3.585681,4.391623,-1.479975,-2.201281,-3.590767,37462.6821,5.931887,10.262663,13.129465,14.557966,-9.38273,-14.285325,-19.660843,38544.9882,5.863352,10.678243,13.941081,16.112412,-9.832833,-15.889608,-23.202356,163550.1992,5.252687,43.018753,57.71115,76.180475,-28.489879,-42.601867,-154.884037,150439.0859,5.173859,38.328217,50.749512,70.356288,-25.791769,-35.541864,-145.769758,34899.667,6.290686,8.575487,10.565544,13.870614,-8.081714,-11.485578,-17.888331,27309.4311,5.957342,6.619245,8.097464,10.549737,-6.243957,-8.701129,-13.930125,8315.822,3.147741,2.476472,4.520313,5.644166,-1.903259,-2.995115,-4.693873,8420.5569,3.132811,2.40621,4.33404,5.257542,-1.821692,-2.766427,-4.496791,45419.1255,6.869038,12.330918,15.670609,18.690588,-11.953288,-18.917554,-27.632732,40496.9278,6.484838,10.935031,13.839992,16.6098,-10.43598,-16.296031,-23.448256,4
10478.0049,2.454993,2.29104,3.207496,7.831652,-1.234892,-2.021258,-10.483581,14523.8388,3.132625,3.521431,5.116097,10.705942,-2.048062,-3.200544,-12.398141,12549.8447,4.301584,2.436222,3.276184,8.070441,-1.388601,-2.601061,-10.420818,13376.5418,4.346613,2.617976,3.51957,9.080081,-1.421153,-2.666268,-12.216019,3364.6099,2.698601,0.975842,1.628737,5.220705,-0.584552,-1.204459,-6.002676,3095.3325,2.889556,0.837168,1.435945,4.000514,-0.511541,-1.000351,-5.521131,13099.1689,4.059317,2.912337,3.966117,9.949404,-1.750069,-3.150035,-12.023275,14445.1782,4.21556,3.129974,4.179165,10.146689,-1.933579,-3.429824,-14.028397,5118.3472,1.641934,1.088635,1.645553,5.19867,-0.64587,-1.141369,-4.914108,5362.252,1.797554,1.092613,1.534791,4.574967,-0.575514,-0.967094,-4.354772,9000.3896,2.823751,1.705896,2.180544,5.797749,-1.2874,-1.970079,-6.214284,8358.0361,2.908666,1.507341,1.920259,5.044748,-1.063414,-1.707652,-5.687084,3719.6736,3.044876,0.994439,1.530275,3.70035,-0.606867,-1.004264,-4.033678,4205.8179,3.270581,1.073095,1.594233,3.625324,-0.669581,-1.04646,-3.370365,10105.7822,2.9028,2.256524,2.922362,6.818504,-1.659915,-2.61669,-6.43936,8717.7988,2.963847,1.92674,2.457005,5.50567,-1.397312,-2.201885,-5.584116,2
93246.709,4.129305,24.641996,39.73716,76.267315,-5.255811,-6.759977,-14.885848,67545.4297,2.706883,18.821721,31.135468,75.034326,-6.384013,-8.211934,-17.406829,18430.5767,5.24236,4.872104,8.239034,14.949018,-1.132566,-1.661873,-4.457583,18556.5806,5.209436,5.053876,9.016831,12.584191,-1.129529,-1.722,-3.989928,5231.7136,3.345773,1.945941,4.68963,8.407859,-0.759101,-1.349318,-3.574039,4301.4373,3.253995,1.560146,3.872976,6.963274,-0.658063,-1.028082,-2.819731,23974.212,5.487573,8.681082,15.760491,21.865456,-1.89238,-3.0265,-6.135441,24801.2768,5.487364,9.108164,17.101093,22.441704,-2.01435,-3.198007,-6.229136,85055.7188,3.524259,23.764843,37.036222,76.181173,-4.99868,-6.811346,-23.316959,76431.0352,3.73348,20.847657,32.729307,68.881172,-2.746057,-3.767187,-11.859977,20609.8989,5.365809,5.39694,8.776445,13.630063,-1.17656,-1.819778,-4.901098,17745.8793,5.226,4.827263,8.456118,14.273594,-1.2084,-1.837902,-4.800231,5721.6589,3.578952,2.187514,5.47707,10.500937,-0.792097,-1.309727,-4.013955,5106.4588,3.504064,1.712924,4.317537,8.492816,-0.685926,-1.180089,-3.799386,28163.9492,5.990476,10.16414,19.439027,27.789447,-2.149048,-3.550002,-7.629986,24108.4907,5.757297,9.117008,18.266538,25.554896,-2.089471,-3.353436,-6.95375,0
258.5782,1.310092,0.088808,0.322377,2.511989,-0.067044,-0.326057,-2.55395,9569.9219,2.584508,3.670049,6.764781,10.030865,-1.264438,-2.175231,-9.484964,2918.7771,2.042718,1.532186,3.255973,5.745096,-0.502614,-1.015254,-4.728678,3018.7864,2.009357,1.510941,3.198116,5.653199,-0.513091,-0.980664,-4.708601,870.8852,1.53516,0.618406,1.921863,3.468681,-0.190561,-0.51476,-3.685765,841.3356,1.536042,0.608862,1.905608,4.884589,-0.181195,-0.48446,-3.307017,3867.0479,2.180831,2.396225,5.843297,8.671499,-0.725781,-1.432479,-6.320309,4111.1059,2.14212,2.557181,6.11319,10.74351,-0.757845,-1.46431,-6.687313,8927.4975,2.105012,2.683589,4.572024,9.316425,-0.997361,-1.669105,-8.743382,6499.4379,1.918868,1.84813,3.195066,6.283174,-0.69332,-1.234448,-6.289842,3417.6768,2.054854,1.469078,2.710578,5.052607,-0.522213,-0.92024,-3.977897,2657.0015,2.010558,1.277254,2.548899,4.545481,-0.435154,-0.744581,-3.195839,1324.9753,1.648305,0.902009,2.804785,4.409175,-0.250318,-0.58112,-2.913477,1363.1619,1.687454,0.940554,2.859874,5.372534,-0.251928,-0.554392,-2.734949,4397.4782,2.211726,2.304303,4.938459,7.542718,-0.730702,-1.25003,-4.74881,3944.6626,2.219331,2.104379,4.700812,7.367983,-0.668234,-1.100495,-3.74611,3
3438.2039,2.294867,0.694945,1.064912,3.51983,-0.568212,-1.004276,-4.225986,47188.3047,3.661587,14.979777,24.74448,37.304304,-8.823853,-12.673923,-48.29288,6718.3038,2.446908,1.960296,3.135271,7.405826,-1.465857,-2.514825,-8.207295,6999.9097,2.421319,2.030263,3.201081,7.769816,-1.502279,-2.512537,-8.173258,2407.6827,2.17576,0.843188,1.798071,4.249932,-0.57421,-1.155047,-4.824335,2224.4143,2.099811,0.795106,1.821251,5.110664,-0.535981,-1.059197,-4.147029,11443.3013,2.914652,3.661501,6.176276,10.447344,-2.589206,-4.530927,-13.448581,12193.7856,2.915948,3.910618,6.879365,11.222923,-2.777322,-5.218609,-14.669553,34766.6787,3.169816,9.470155,14.403707,22.003208,-5.71723,-8.092498,-27.242566,19583.7422,2.4952,5.310384,8.137942,13.718951,-3.170367,-4.649076,-15.300885,7877.4859,2.500525,2.205789,3.221775,5.803621,-1.650989,-2.544826,-5.920817,9321.5922,2.930575,2.495558,3.692657,6.579962,-1.892611,-2.915045,-6.767411,3579.8413,2.291277,1.295786,2.935577,5.024662,-0.81306,-1.388609,-3.836162,3362.2617,2.208971,1.212249,2.624454,4.630865,-0.769379,-1.34871,-3.070802,12362.2905,2.884053,3.80994,6.127504,9.442409,-2.699381,-4.707223,-10.076388,12574.9585,3.041558,3.715699,5.831679,8.838169,-2.701392,-4.469022,-10.845973,5
56258.6977,9.438233,14.553132,19.985929,25.645187,-9.751795,-13.187251,-39.28619,52178.4849,10.112518,14.891762,22.198864,26.288107,-9.243983,-12.398673,-38.217123,7566.4482,2.415095,3.498613,7.557624,10.242485,-2.256723,-3.41546,-7.596947,7600.1807,2.399212,3.476327,7.708424,10.696777,-2.239576,-3.483829,-6.655719,3486.3593,3.045217,1.36822,3.782173,5.976043,-0.879052,-1.50966,-4.6988,2893.9847,3.256877,1.12806,3.07058,5.098671,-0.709358,-1.194265,-3.021255,10219.4976,3.16254,4.565693,10.514365,13.901176,-3.074805,-4.946719,-9.862845,10470.4677,3.11727,4.811935,11.208194,16.49729,-3.190373,-5.324002,-9.517932,57331.3931,8.301352,15.68403,22.683908,31.435426,-9.093072,-12.873134,-54.075778,46583.2236,7.241492,12.433658,17.320647,24.943537,-7.248291,-10.298774,-38.254406,9839.8164,2.793681,4.103547,7.922767,11.655454,-2.65522,-4.06744,-10.255109,8471.128,2.603754,3.519368,6.885421,9.844992,-2.354517,-3.587806,-9.28102,3772.9279,3.465242,1.541129,4.351175,7.82063,-0.94357,-1.704932,-4.567437,3466.9519,3.297087,1.410835,4.028134,7.265883,-0.84102,-1.563402,-4.524399,13102.3745,3.450261,6.162435,13.391857,17.789844,-3.976593,-6.71196,-13.288974,11899.396,3.582695,5.430009,12.202862,16.721983,-3.557495,-6.00691,-10.962913,3
1885.1479,1.418622,0.367497,0.657525,3.577959,-0.247844,-0.544299,-3.566592,3515.6323,1.793902,0.616872,0.927466,5.401194,-0.431689,-0.852973,-3.580457,2250.026,2.34254,0.422119,0.729922,3.614979,-0.264714,-0.610376,-3.046957,2340.0994,2.314797,0.448427,0.77432,3.083615,-0.281754,-0.551977,-3.071399,689.7103,1.583366,0.154714,0.451191,2.579291,-0.108002,-0.323467,-2.745002,561.0879,1.551028,0.130295,0.364611,2.990356,-0.090119,-0.344565,-2.839325,2669.9517,2.30685,0.543257,0.920149,3.563431,-0.359778,-0.728231,-3.281962,2864.1623,2.337561,0.582929,0.934204,3.997384,-0.382626,-0.870862,-4.140351,2051.48,1.323556,0.431569,0.885213,5.865712,-0.275406,-0.736692,-4.505049,1533.0825,1.283072,0.340439,0.796545,4.943667,-0.222583,-0.576014,-4.240619,2331.1601,2.358643,0.446892,0.807762,4.240668,-0.273985,-0.610409,-3.74972,1987.6397,2.286165,0.396899,0.800469,4.359802,-0.250005,-0.532959,-4.436665,631.5982,1.562431,0.144887,0.49807,3.668162,-0.112322,-0.418973,-3.178765,595.8451,1.547828,0.143779,0.481352,3.503757,-0.103234,-0.406939,-3.020357,2624.4456,2.250465,0.531008,0.981509,3.955514,-0.356991,-0.764983,-3.86992,2365.7639,2.264689,0.487112,0.823798,4.068259,-0.334581,-0.710409,-3.719923,1
45887.148,10.729026,13.74786,21.87698,28.542956,-9.872839,-14.815125,-32.346547,37998.5171,8.685507,11.981752,19.944702,27.135113,-7.677122,-11.804126,-30.990876,16005.1591,4.831195,6.479384,16.421951,22.240883,-3.504364,-5.620966,-15.423304,16150.5586,4.665612,6.547185,16.597971,22.064009,-3.521055,-5.377465,-13.106628,2684.7416,2.421246,1.296704,4.403442,7.077338,-0.632061,-1.201704,-4.495982,2850.6109,2.441832,1.399697,4.82222,8.726879,-0.652502,-1.229687,-5.069921,21195.7236,5.347455,10.149472,27.390921,36.328923,-5.11743,-8.230252,-21.093361,22492.8462,5.268167,10.839404,30.144199,39.793894,-5.494342,-8.744078,-22.597763,41498.8745,7.840159,11.700897,17.297887,21.20883,-8.123968,-11.442661,-26.121571,32295.8896,6.439085,8.221225,11.862802,15.732133,-5.957771,-8.354712,-20.28451,18651.7895,4.936886,7.098011,15.456214,19.579403,-3.905334,-5.604876,-11.363689,15271.0249,4.97197,5.889105,13.254282,16.416203,-3.276889,-4.641663,-9.244509,5694.603,3.123347,3.058505,10.85519,14.934753,-1.258858,-2.017862,-4.354836,5654.7493,3.095788,2.928915,10.17219,14.58793,-1.216822,-1.918962,-4.327675,25579.5503,5.694503,11.525779,31.279329,40.789989,-6.003625,-9.173863,-17.162997,22370.4111,5.625199,10.295172,27.743017,35.84467,-5.239468,-8.189568,-15.069463,0
57095.9761,8.83576,17.39556,27.746563,35.565225,-10.963171,-15.470484,-41.734627,58584.4883,8.415747,18.698894,31.119987,41.101828,-11.103794,-16.012124,-49.005295,8071.457,3.545865,2.307486,3.843714,8.140933,-1.484243,-2.509382,-9.469596,8267.262,3.457939,2.371933,3.901885,7.222273,-1.492029,-2.510227,-8.382697,2112.3725,2.33935,0.754882,1.902601,4.244409,-0.447445,-0.905701,-3.831526,2210.2786,2.348727,0.779803,2.017609,4.656395,-0.446223,-0.942859,-4.444481,13130.2104,4.292072,4.023293,7.189821,11.196553,-2.542145,-4.427854,-11.576204,13680.272,4.294771,4.310798,7.947539,12.864145,-2.70261,-4.827338,-12.854253,37136.4844,4.511614,10.214587,15.284712,21.022845,-5.840547,-8.11635,-24.840503,21970.9502,3.582987,5.936414,8.901889,12.370077,-3.273317,-4.797719,-13.2809,9591.7976,3.436499,2.584268,3.857958,6.788268,-1.710153,-2.554565,-6.316839,10921.5879,3.798503,2.73967,4.178867,6.179216,-1.963346,-2.934419,-6.730135,3738.4221,2.792827,1.355369,3.315633,5.775416,-0.710836,-1.17822,-4.029284,3700.6924,2.783469,1.308913,2.894982,4.987149,-0.676595,-1.1461,-3.280858,15247.5508,4.011413,4.560819,7.71654,11.229652,-2.958815,-4.911982,-10.550969,15089.6723,4.085005,4.263473,6.940955,9.069582,-2.863394,-4.528442,-10.620649,5
