x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,y
692.9705,1.218808,0.178313,0.498578,3.233189,-0.189834,-0.484816,-3.285006,17575.6973,1.681614,5.47043,9.330523,21.112284,-4.691605,-7.280809,-24.68749,1765.5523,1.299361,0.570007,1.340935,5.138528,-0.532349,-1.127631,-5.870071,1915.8077,1.308174,0.603641,1.212183,6.224184,-0.540336,-1.135741,-6.620746,901.0718,1.374962,0.336868,1.041045,4.23808,-0.270712,-0.721235,-4.037913,817.4878,1.346768,0.344949,1.095833,4.227373,-0.260173,-0.6719,-3.365003,3578.0727,1.484802,1.198695,2.763841,7.553246,-0.950663,-1.845392,-8.102787,3771.7461,1.478951,1.257036,2.91773,7.982827,-0.99028,-2.050236,-8.513199,13703.8555,1.647553,3.791756,6.08442,14.673531,-3.048389,-4.506102,-17.555898,7259.5508,1.432797,2.109378,3.420067,8.302745,-1.650074,-2.636612,-10.260228,1951.7075,1.295532,0.588971,1.069567,4.246636,-0.550619,-0.959459,-3.826561,2685.7622,1.475665,0.752758,1.363869,4.123899,-0.628747,-1.064981,-3.896849,1328.1936,1.398977,0.505869,1.475246,3.369981,-0.375106,-0.707038,-3.212308,1187.2014,1.355666,0.474754,1.263466,3.664722,-0.362251,-0.694492,-2.746434,3618.5849,1.460413,1.095334,2.163747,5.239669,-0.904498,-1.594846,-5.377876,3804.0444,1.529368,1.145221,2.281006,4.895215,-0.908837,-1.53899,-5.158481,5
27403.9372,9.538397,6.186165,8.258116,10.807606,-4.189494,-5.347106,-12.103234,36584.6357,12.847607,9.296162,13.084678,15.835056,-5.738959,-7.461052,-17.248805,5209.0393,2.891241,1.855428,4.046276,8.009511,-1.090834,-1.628926,-4.25865,5287.4116,2.793004,1.849149,3.942574,6.943419,-1.098603,-1.624718,-3.92125,3235.4903,3.276353,1.191453,2.71247,5.510335,-0.736898,-1.182296,-3.099873,2814.0684,3.141129,1.050616,2.509263,4.530828,-0.634458,-1.045333,-2.59293,8213.9444,3.817403,2.895875,6.303865,8.995592,-1.781613,-2.760516,-6.150186,8587.9851,3.879923,3.030637,6.847798,10.523033,-1.873919,-2.956493,-5.820316,28430.8926,7.551307,6.214083,8.048637,11.409701,-4.403263,-6.082324,-21.074397,16742.9556,5.374671,3.529047,4.584992,7.506585,-2.494395,-3.49767,-12.12434,5350.312,2.671757,1.906328,3.726603,7.906107,-1.196668,-1.810253,-4.681296,5650.4584,2.891015,1.795722,3.557639,6.801173,-1.211795,-1.844014,-4.842846,3439.4997,3.586613,1.294379,3.161617,5.947548,-0.766325,-1.329022,-4.248215,3146.1826,3.411778,1.202975,2.998248,5.863244,-0.672672,-1.120792,-3.522668,8533.8801,3.54006,3.062616,6.452854,9.563223,-2.039467,-3.34582,-7.740353,8376.6647,3.839543,2.778759,5.947538,10.243644,-1.946977,-3.232074,-6.299969,5
43305.2373,8.422607,11.007993,15.133865,22.369043,-7.853325,-11.790992,-31.973083,44530.8642,8.945972,11.893061,16.979663,26.026989,-8.12182,-11.687879,-32.00482,27597.822,9.4479,11.298287,25.105769,31.520671,-6.007162,-9.661298,-23.216164,28424.606,9.108864,11.598713,25.311667,31.036744,-6.0997,-9.397367,-23.669791,2693.2753,2.640806,1.002121,3.169699,5.21726,-0.563172,-1.110264,-4.685898,2744.9066,2.688119,1.033775,3.227387,6.325978,-0.567581,-1.140969,-4.473222,28273.2556,8.462384,12.899492,35.210788,46.296637,-6.446502,-10.831878,-26.180129,30909.7364,8.579294,14.336173,39.014358,49.666166,-7.065303,-11.896313,-27.337837,26960.1514,4.530703,6.078688,7.874161,11.469472,-4.304327,-6.028623,-17.615195,17485.7597,3.515296,3.874977,5.088281,8.290241,-2.562767,-3.640483,-10.86254,29355.2903,8.907909,11.874103,25.114384,29.82466,-5.998727,-8.714763,-17.03846,23896.5455,8.82678,9.484207,20.623616,24.326719,-4.971879,-7.181109,-15.354321,5245.1206,3.376642,2.181078,6.495213,9.407094,-1.114084,-1.877706,-4.023005,5684.7883,3.578979,2.318527,6.745231,10.357904,-1.194454,-1.952428,-4.003087,30297.9409,8.239448,13.917597,39.268189,49.944535,-6.715022,-10.770519,-20.639961,26001.7937,7.915279,11.510947,32.03844,39.424466,-5.7053,-9.097463,-16.048759,1
13907.6363,8.387592,2.925098,4.007356,4.492438,-2.260485,-2.768427,-4.006195,15733.5796,8.559967,3.741746,5.313166,6.250836,-2.646734,-3.280463,-5.09248,38357.9131,16.454626,13.636373,27.12168,29.632257,-9.434245,-13.679069,-18.953951,38513.4968,16.151777,13.88364,28.148499,30.810932,-9.550854,-14.136102,-18.610756,4092.5572,3.729512,1.606397,4.833997,6.592603,-0.905415,-1.440246,-2.146489,4349.2145,3.750769,1.650925,4.653466,6.169949,-0.947856,-1.397626,-2.371582,42540.7608,16.16279,16.990857,40.660823,46.734236,-11.003744,-17.183829,-21.091138,45026.7429,16.057836,18.738553,47.698922,55.717674,-12.301027,-21.071555,-28.306069,8865.9727,5.168389,1.909863,2.58113,3.586966,-1.166154,-1.469526,-2.852066,7490.8966,4.882496,1.440193,1.945374,2.64419,-0.877632,-1.102538,-2.112628,42431.3735,19.899193,15.844997,32.921436,36.157671,-10.17942,-14.684138,-21.198043,35699.2492,19.870855,12.161709,23.858127,26.203705,-8.520242,-12.13626,-17.001754,7551.0413,5.294814,2.893866,9.074735,12.949446,-1.849893,-3.181187,-4.455221,8408.682,5.658114,2.970828,8.166899,10.568267,-1.934106,-2.992231,-4.522401,46162.4492,22.233381,19.500944,54.492694,65.173495,-12.236053,-21.430259,-28.800391,42222.905,20.432083,16.709491,42.672737,49.674177,-10.561267,-16.640823,-21.518585,1
33969.8321,2.159918,17.464617,28.157939,49.372753,-0.091549,-0.331339,-2.804913,39922.3437,2.019471,21.981906,37.444489,69.311249,-0.144141,-0.409182,-2.839277,3409.6092,1.903907,2.65357,5.726133,9.806404,-0.192531,-0.55554,-3.751605,3362.04,1.874249,2.813954,6.27736,9.39635,-0.229371,-0.539118,-3.878339,1138.6595,1.554641,1.417795,3.779736,6.180376,-0.145414,-0.435024,-3.185455,988.8434,1.572956,1.134757,2.954006,5.272599,-0.128949,-0.428349,-2.656758,4145.916,1.884695,4.808627,9.931104,13.534479,-0.28459,-0.61521,-3.601329,4333.3965,1.897281,5.141598,11.014513,14.989423,-0.309588,-0.655553,-3.980536,33726.1914,2.018246,17.638653,28.84579,50.939744,-0.110146,-0.438847,-4.282772,28192.2812,2.025515,14.592255,23.446442,46.510117,-0.122789,-0.426509,-3.538136,3874.4214,1.94197,2.819525,5.786883,10.183299,-0.1376,-0.445865,-3.851827,3275.4829,1.884775,2.421827,4.858751,9.14937,-0.134655,-0.452897,-3.58535,1175.1419,1.586471,1.494946,4.004998,8.234034,-0.150538,-0.43487,-3.997553,1068.7645,1.561264,1.17977,3.128271,7.648017,-0.150085,-0.439709,-3.715293,4620.6236,1.934284,5.398631,11.491229,16.786144,-0.195567,-0.538236,-4.763785,4033.4566,1.902046,4.837433,10.591445,14.475262,-0.182128,-0.497746,-3.76617,4
28763.5684,9.17507,6.493444,8.732534,11.42913,-4.084718,-5.195907,-12.471829,36731.6577,12.525117,9.33447,13.496925,16.299905,-5.692237,-7.352696,-15.085441,4861.5049,2.907206,1.721224,3.673215,6.181754,-1.036577,-1.595501,-3.969156,4933.2444,2.824297,1.734557,3.63624,6.337752,-1.036786,-1.486745,-3.873986,3062.1096,3.184337,1.15316,2.649575,5.646237,-0.702999,-1.108514,-3.143497,2690.8329,3.284984,0.989945,2.203909,4.136622,-0.616521,-0.946552,-3.166268,7742.1717,3.854151,2.756452,5.782139,8.325228,-1.676195,-2.530971,-5.180262,8133.101,3.909388,2.885993,6.345373,9.738352,-1.75415,-2.753977,-5.14236,28842.1582,7.32513,6.300124,8.236756,12.24439,-4.205172,-5.758216,-16.067623,17002.9055,5.22181,3.566884,4.687647,7.263084,-2.279555,-3.113547,-9.972774,4906.6135,2.657884,1.757552,3.394355,6.515723,-1.104229,-1.648197,-4.690635,5256.251,2.937153,1.6611,3.390393,6.999256,-1.125433,-1.705513,-5.331501,3267.0479,3.581967,1.240161,2.953242,5.773906,-0.733378,-1.312341,-3.566474,2989.2791,3.41034,1.148377,2.869137,5.494614,-0.640184,-1.060601,-3.157556,7999.0562,3.558911,2.895133,6.216706,10.6238,-1.841317,-2.999475,-6.527784,7892.7896,3.871974,2.654474,5.577226,8.872193,-1.773938,-2.849892,-6.712391,5
8844.8645,4.94556,1.125628,1.4091,1.844535,-1.146315,-1.429362,-2.51765,10142.1479,4.586594,1.479823,1.888506,2.508536,-1.362202,-1.701833,-2.670993,34859.7564,15.233751,12.585044,25.748521,28.828131,-8.406965,-12.415021,-15.472247,35230.8748,14.842216,12.73105,26.268949,29.519787,-8.474886,-12.517511,-16.376583,3538.9232,3.375601,1.280755,3.9637,5.331719,-0.73103,-1.141129,-1.727735,3633.0381,3.413679,1.271737,3.755932,5.015631,-0.746196,-1.131557,-1.927269,39055.628,14.920585,15.804362,39.464278,46.397065,-9.957831,-15.765126,-18.405074,41803.6899,14.690621,17.258489,44.605056,53.477654,-10.996947,-18.582762,-23.349433,6169.1741,3.476733,0.747791,0.973766,1.735306,-0.713023,-0.937545,-2.087518,5150.4377,3.358314,0.600159,0.777581,1.50588,-0.547986,-0.728146,-1.706501,38871.7232,17.849814,14.533214,30.548879,34.280382,-9.054024,-13.181808,-18.080496,32256.604,17.722459,11.214847,22.745596,26.199534,-7.583722,-10.980349,-14.783335,6715.7989,4.766612,2.44365,7.647888,10.305562,-1.574482,-2.668564,-3.801541,7463.0302,5.162471,2.576556,7.288268,9.478126,-1.682942,-2.673506,-3.624057,42637.3117,19.751876,17.81126,49.83244,59.61567,-10.941166,-18.783643,-24.63159,38586.1763,18.784021,15.385778,40.550964,48.516069,-9.578904,-15.119514,-19.679992,1
178384.083,14.455973,44.915696,62.801209,86.771856,-29.098188,-47.925425,-303.422913,231983.9004,13.949444,57.262647,81.468898,107.68115,-38.323433,-69.161086,-577.223181,38163.0779,16.311931,10.400784,13.569675,17.447559,-9.521587,-14.43907,-30.271518,37010.0852,15.134897,10.004999,13.037635,16.717776,-9.101543,-13.868376,-27.517686,9569.821,6.519169,3.055401,5.230148,7.312423,-2.355374,-3.90937,-6.50303,8169.8281,6.583046,2.526438,4.479756,6.41723,-1.951548,-3.110225,-6.275821,48620.2566,16.541148,16.450594,24.329121,29.130986,-14.315136,-24.440925,-41.994037,50751.0711,16.275669,16.85837,25.09403,31.442204,-14.815943,-24.913975,-42.212245,192785.7695,12.693778,51.453227,75.137057,116.031301,-30.291337,-54.360565,-444.161259,162454.4688,12.320844,43.233645,61.692953,87.283404,-25.519852,-44.440167,-304.699224,45556.8708,18.033315,12.246585,16.233913,22.701681,-11.458014,-18.032634,-45.426523,36202.3178,16.754945,9.716495,12.89162,18.288072,-9.062464,-13.951831,-37.927452,10400.2085,7.23527,3.278368,5.734212,8.353312,-2.616491,-4.340697,-8.717829,9088.71,6.76988,2.667955,4.672559,6.933994,-2.207262,-3.654306,-8.361192,61105.1255,18.952421,20.263745,30.026531,40.153241,-18.745716,-34.21145,-68.327421,51820.6665,18.294896,17.334942,26.203565,33.524658,-15.826327,-28.981019,-61.711749,4
48741.5137,9.141663,14.687098,22.984083,31.21143,-10.1787,-14.930371,-36.153592,39205.6499,8.224041,12.201212,19.74174,27.393189,-7.869652,-11.676235,-32.522857,13643.8196,4.971559,5.382441,13.68266,20.676612,-3.05812,-4.801545,-14.042313,13901.7918,4.796086,5.399619,13.391994,17.40033,-3.098854,-4.744586,-12.612895,2676.4407,2.605895,1.202301,3.994581,6.446927,-0.644544,-1.224439,-4.924365,2592.3381,2.533576,1.198896,4.075258,8.585612,-0.611537,-1.154085,-5.335563,18121.1325,5.567456,8.31515,22.176755,29.704952,-4.427961,-7.202559,-19.762642,18899.2724,5.455618,8.752218,24.026325,31.29945,-4.696261,-7.711683,-17.653115,42397.7632,6.827153,11.643431,16.900485,22.319525,-7.86721,-11.053945,-27.016619,32463.4653,5.671383,8.075839,11.405471,15.916017,-5.698917,-7.888202,-20.055657,16217.168,5.014251,6.050919,12.936045,15.697029,-3.47261,-4.856926,-10.956515,12968.7873,5.053661,4.92093,11.288996,15.230977,-2.837149,-3.979101,-8.374944,4882.4883,3.156845,2.554965,8.790416,13.39657,-1.103037,-1.785575,-4.548027,4914.1939,3.162194,2.451131,8.450311,11.797855,-1.074831,-1.660646,-4.12538,21175.5464,5.814224,9.385992,24.991474,31.716783,-5.056681,-7.980153,-16.561809,18828.1555,5.770442,8.382844,21.578139,27.819099,-4.431801,-6.781452,-13.90118,0
79068.374,10.351186,19.466647,25.967276,37.438459,-11.059275,-16.23038,-64.33573,158882.9404,13.375555,43.64831,63.094773,94.200276,-26.819255,-40.735804,-180.083996,26585.893,7.917756,7.359435,10.09085,15.460132,-5.847992,-9.088389,-25.961645,26207.6125,7.493382,7.175101,9.896094,15.069684,-5.638544,-8.942826,-22.647128,4932.6786,3.856614,1.690269,2.939332,5.219619,-1.07909,-1.923641,-6.048202,4330.7532,3.518139,1.444314,2.52442,4.637274,-0.894945,-1.637268,-5.357939,34579.1484,8.389891,10.850168,15.311218,22.126816,-8.242822,-13.528279,-31.988801,35534.5068,8.160261,11.392729,16.640891,25.906399,-8.591286,-14.651699,-40.827758,113214.041,9.578097,29.149412,39.446673,62.895408,-17.671357,-25.927641,-106.12086,79719.6923,7.993284,18.945131,24.647467,37.031481,-12.543542,-18.580262,-63.985758,33343.4814,8.789198,8.951832,11.816492,17.451951,-7.350249,-10.854213,-22.347234,26463.7285,8.263614,7.056949,9.361955,13.268836,-5.830381,-8.394553,-16.810581,7495.5733,4.227369,2.46775,4.443314,6.971114,-1.548587,-2.535681,-6.109889,7531.2634,4.201752,2.425795,4.250577,6.416621,-1.508037,-2.304516,-5.120309,43008.2617,9.624372,12.992756,18.146157,23.964006,-10.655724,-17.493012,-31.983398,37079.8491,8.96604,11.203115,15.703679,20.673844,-8.914789,-14.397406,-27.331355,4
