x0,x1,x2,x3,x4,x5,x6,x7,y
0.460334,5.0,0.382979,0.124835,0.546415,0.008565,0.595805,0.203509,1
0.465245,4.0,0.382979,0.061727,0.517108,0.004298,0.508804,0.255263,1
0.0273,7.0,0.531915,0.059265,0.24576,0.003467,0.422915,0.414912,0
0.031105,2.0,0.702128,0.108442,0.485421,0.003467,0.422915,0.414912,1
0.429671,2.0,0.893617,0.075147,0.465635,0.003467,0.422915,0.414912,0
0.871997,1.0,0.638298,0.028822,0.483338,0.001695,0.267219,0.902193,0
0.465378,7.0,0.531915,0.030323,0.396608,0.00205,0.345935,0.567105,0
0.446839,6.0,0.382979,0.043653,0.632401,0.003041,0.531331,0.474561,1
0.491261,5.0,0.319149,0.033085,0.436477,0.00259,0.450285,0.283333,0
0.474492,4.0,0.361702,0.0393,0.454775,0.002661,0.284827,0.48114,0
0.438963,1.0,0.042553,0.048337,0.217346,0.003467,0.422915,0.414912,0
0.425025,1.0,0.297872,0.075868,0.349598,0.003467,0.422915,0.414912,1
0.871466,3.0,0.659574,0.057073,0.813597,0.003774,0.626359,0.647368,1
0.912349,6.0,0.510638,0.073196,0.516215,0.00485,0.589591,0.341667,0
0.898943,2.0,0.765957,0.101177,0.764058,0.006722,0.692646,0.422368,1
0.451617,2.0,0.595745,0.038279,0.578697,0.002563,0.617038,0.471053,0
0.018141,2.0,0.191489,0.061637,0.153972,0.003467,0.422915,0.414912,0
0.451706,4.0,0.531915,0.033626,0.595061,0.002246,0.661056,0.44386,0
0.446617,1.0,0.297872,0.029482,0.235198,0.000976,0.129984,0.765789,0
0.911862,2.0,0.425532,0.050288,0.537638,0.003363,0.562144,0.425,1
0.912482,2.0,0.659574,0.073496,0.51205,0.005012,0.55334,0.315789,1
0.005398,6.0,0.319149,0.097574,0.409848,0.003467,0.422915,0.414912,1
0.014291,5.0,0.87234,0.074907,0.625707,0.003467,0.422915,0.414912,1
0.434273,6.0,0.297872,0.048367,0.340821,0.003467,0.422915,0.414912,0
0.872085,3.0,0.212766,0.023718,0.299316,0.001365,0.345676,0.851754,0
0.442503,5.0,0.93617,0.0662,0.475602,0.00451,0.414034,0.500526,0
0.452325,4.0,0.191489,0.031734,0.270158,0.002119,0.309943,0.795614,0
0.0223,5.0,0.255319,0.071094,0.26867,0.003467,0.422915,0.414912,1
0.8935,4.0,0.744681,0.17104,0.924576,0.011352,0.787675,0.423684,1
0.455821,7.0,0.297872,0.05248,0.371913,0.003594,0.259192,0.624123,0
0.027344,1.0,0.914894,0.074817,0.391253,0.003467,0.422915,0.414912,1
0.447679,4.0,0.297872,0.044914,0.618566,0.00296,0.55101,0.460965,0
0.907349,4.0,0.680851,0.055512,0.459982,0.00372,0.512947,0.519298,0
0.907747,6.0,0.085106,0.046145,0.275067,0.003089,0.399793,0.525877,0
0.455776,6.0,0.914894,0.061637,0.547902,0.004339,0.429311,0.287719,1
0.97332,2.0,0.234043,0.083103,0.274621,0.005388,0.303729,0.687719,0
0.451529,7.0,0.191489,0.038699,0.219578,0.001172,0.284309,0.838158,0
0.893722,2.0,0.106383,0.033626,0.228801,0.002152,0.325479,0.683772,0
0.87589,3.0,0.574468,0.047736,0.686254,0.003166,0.751683,0.290789,1
0.903279,3.0,0.297872,0.049748,0.426659,0.003367,0.423097,0.405263,0
0.469935,6.0,0.212766,0.055092,0.348259,0.003695,0.289228,0.70614,0
0.02199,5.0,1.0,0.051219,0.417287,0.003467,0.422915,0.414912,0
0.90788,2.0,0.12766,0.032875,0.128831,0.002185,0.208441,0.609211,0
0.425291,7.0,0.680851,0.082323,0.296489,0.003467,0.422915,0.414912,1
0.45175,5.0,0.787234,0.120962,0.868789,0.008168,0.694718,0.483772,1
0.876466,2.0,0.382979,0.03909,0.588962,0.002484,0.51709,0.707456,1
0.451396,4.0,0.468085,0.03933,0.602648,0.002621,0.672967,0.493421,1
0.875846,2.0,0.361702,0.034556,0.586135,0.002179,0.538322,0.659649,1
0.893899,6.0,0.87234,0.064219,0.721363,0.004248,0.595805,0.56886,0
0.898943,2.0,0.085106,0.05239,0.263612,0.003438,0.41999,0.540789,0
0.429052,2.0,0.042553,0.056593,0.237578,0.003467,0.422915,0.414912,0
0.013849,2.0,0.510638,0.096523,0.582416,0.003467,0.422915,0.414912,0
0.456484,1.0,0.191489,0.020355,0.096251,0.001365,0.22087,0.685088,0
0.456794,1.0,0.638298,0.028372,0.268224,0.001074,0.192905,0.769298,1
0.442326,7.0,0.06383,0.036658,0.18313,0.003467,0.422915,0.414912,0
0.429008,1.0,0.340426,0.102078,0.512645,0.003467,0.422915,0.414912,1
0.0223,5.0,0.765957,0.082323,0.519042,0.003467,0.422915,0.414912,1
0.434361,1.0,0.978723,0.046685,0.427254,0.003467,0.422915,0.414912,0
0.456705,6.0,0.297872,0.032395,0.548646,0.0022,0.484982,0.538596,0
0.022079,7.0,0.085106,0.060106,0.115442,0.003467,0.422915,0.414912,1
0.876687,7.0,0.0,0.028672,0.35778,0.001826,0.328586,0.645175,0
0.90288,1.0,0.87234,0.057764,0.38679,0.003766,0.390989,0.643421,1
0.008628,2.0,0.042553,0.085565,0.494496,0.003467,0.422915,0.414912,1
0.022787,2.0,0.425532,0.102498,0.512348,0.003467,0.422915,0.414912,1
0.447502,7.0,0.510638,0.042032,0.476941,0.0029,0.349301,0.503509,1
0.031857,5.0,0.829787,0.056923,0.253347,0.003467,0.422915,0.414912,1
0.429627,1.0,0.12766,0.055242,0.128831,0.003467,0.422915,0.414912,0
0.031326,7.0,0.404255,0.074817,0.314192,0.003467,0.422915,0.414912,1
0.880448,2.0,0.680851,0.038549,0.59283,0.002719,0.530813,0.248684,1
0.898766,5.0,0.957447,0.054882,0.559506,0.003413,0.44407,0.640789,0
0.889164,4.0,0.744681,0.040261,0.757959,0.002754,0.714397,0.341667,1
0.881067,2.0,0.574468,0.03978,0.50848,0.00279,0.53651,0.262719,1
0.455555,1.0,0.085106,0.034466,0.274026,0.002279,0.387623,0.636842,0
0.030839,3.0,0.106383,0.053591,0.154418,0.003467,0.422915,0.414912,0
0.451307,2.0,0.361702,0.040411,0.634781,0.002545,0.591144,0.636404,1
0.433344,6.0,0.617021,0.071935,0.412972,0.003467,0.422915,0.414912,1
0.898323,2.0,0.319149,0.079711,0.67346,0.005212,0.645262,0.628509,1
0.894651,2.0,0.12766,0.028191,0.212139,0.00183,0.315381,0.646491,0
0.455953,3.0,0.765957,0.0532,0.76986,0.003587,0.705075,0.337719,1
0.87182,4.0,0.744681,0.027531,0.534365,0.001784,0.577939,0.597807,0
0.031149,3.0,0.212766,0.093011,0.26867,0.003467,0.422915,0.414912,1
0.469448,2.0,0.574468,0.046415,0.493157,0.003103,0.488866,0.417544,1
0.902659,3.0,0.191489,0.05326,0.197114,0.003448,0.295961,0.762281,0
0.461042,7.0,0.574468,0.027591,0.317019,0.001878,0.221388,0.526316,0
0.884695,7.0,0.574468,0.033055,0.420113,0.002098,0.311238,0.667544,1
0.443033,3.0,0.765957,0.09184,0.705445,0.006344,0.654065,0.442982,1
0.009469,7.0,0.361702,0.063949,0.447932,0.003467,0.422915,0.414912,1
0.474006,7.0,0.851064,0.042783,0.39884,0.002865,0.31072,0.739912,1
0.44706,4.0,0.638298,0.043653,0.540315,0.003031,0.573537,0.401754,0
0.425822,5.0,0.191489,0.056593,0.188337,0.003467,0.422915,0.414912,0
0.889341,1.0,0.765957,0.045845,0.620054,0.003097,0.503366,0.591667,1
0.872307,1.0,0.340426,0.028221,0.30839,0.000717,0.192387,0.841667,1
