x0,x1,x2,x3,x4,x5,y
1.0,301.2,310.0,1445.0,45.6,18.0,0
1.0,297.7,309.0,1636.0,29.7,32.0,0
1.0,301.0,311.5,1550.0,34.9,162.0,0
0.0,299.1,308.6,1260.0,57.8,152.0,0
0.0,295.8,306.5,1358.0,49.2,63.0,0
1.0,300.3,309.6,1524.0,38.4,54.0,0
0.0,297.2,308.5,1446.0,43.7,171.0,0
0.0,300.6,310.3,1414.0,50.6,25.0,0
0.0,298.4,308.9,1402.0,44.8,201.0,0
0.0,304.2,313.6,1469.0,40.0,154.0,0
2.0,302.4,311.6,1544.0,39.1,70.0,0
1.0,299.1,310.2,1711.0,28.1,17.0,0
1.0,298.1,307.8,1514.0,43.5,78.0,0
1.0,298.8,310.1,1585.0,31.3,147.0,0
1.0,302.0,310.5,1425.0,44.7,76.0,0
0.0,301.6,310.9,1492.0,45.2,155.0,0
1.0,298.8,309.2,1452.0,48.6,98.0,0
0.0,300.3,311.7,1821.0,26.3,202.0,0
0.0,298.0,308.5,1702.0,26.7,203.0,0
1.0,298.3,309.0,1505.0,41.3,93.0,0
2.0,300.9,310.4,1457.0,43.8,69.0,0
0.0,300.9,310.4,1541.0,39.1,17.0,0
0.0,300.5,311.4,1445.0,41.5,66.0,0
0.0,298.9,308.2,1828.0,23.8,26.0,0
0.0,300.1,310.6,1809.0,24.3,97.0,0
2.0,297.7,307.3,1514.0,38.6,19.0,0
1.0,300.7,310.6,1474.0,37.0,33.0,0
0.0,297.8,307.2,1498.0,38.1,188.0,0
0.0,301.4,310.1,1937.0,21.8,205.0,0
1.0,298.9,309.0,1812.0,25.9,174.0,0
0.0,296.8,307.9,1420.0,45.4,70.0,0
2.0,299.4,309.2,1513.0,36.1,212.0,0
0.0,295.7,306.3,1490.0,34.3,97.0,0
0.0,300.5,309.6,1366.0,50.2,219.0,0
0.0,297.5,308.5,1691.0,33.1,9.0,0
0.0,302.1,311.4,1549.0,44.6,31.0,0
0.0,297.9,307.8,1451.0,38.2,80.0,0
0.0,299.0,310.2,1516.0,35.3,102.0,0
0.0,298.7,308.5,1483.0,42.5,46.0,0
0.0,298.9,308.5,1387.0,57.3,154.0,0
0.0,299.4,309.3,1377.0,43.6,28.0,0
0.0,299.3,308.8,1647.0,32.9,172.0,0
0.0,302.0,310.6,1467.0,44.9,86.0,0
0.0,302.3,311.0,1446.0,37.6,75.0,0
0.0,297.4,308.3,1284.0,60.3,50.0,0
1.0,302.4,311.3,1312.0,61.5,85.0,0
1.0,299.3,309.3,1523.0,37.9,204.0,0
0.0,300.7,310.9,1535.0,37.1,113.0,0
0.0,302.4,311.1,1634.0,34.2,184.0,0
1.0,298.2,308.8,1626.0,40.4,20.0,0
0.0,300.6,310.2,1489.0,47.8,21.0,0
0.0,301.8,311.3,1471.0,44.2,148.0,0
0.0,301.1,311.1,1470.0,40.9,125.0,0
0.0,298.6,309.7,1703.0,26.1,5.0,0
2.0,301.6,310.5,1602.0,32.3,2.0,0
1.0,300.6,312.1,1293.0,52.3,49.0,0
0.0,301.5,310.5,1593.0,32.9,155.0,0
0.0,296.9,308.0,1343.0,44.5,15.0,0
0.0,301.0,310.7,1391.0,45.0,123.0,0
1.0,304.1,313.2,1510.0,46.9,152.0,0
0.0,303.9,313.2,1393.0,46.5,9.0,0
0.0,297.6,308.6,1526.0,42.1,57.0,0
0.0,301.5,310.5,1644.0,34.9,186.0,0
0.0,301.6,311.1,1680.0,29.2,111.0,0
0.0,301.9,310.8,1540.0,37.6,83.0,0
1.0,300.4,309.7,1466.0,39.8,184.0,0
0.0,300.1,309.4,1568.0,39.7,42.0,0
0.0,300.8,310.8,1407.0,45.1,51.0,0
2.0,298.9,308.4,1632.0,31.8,17.0,0
1.0,298.6,308.3,1589.0,34.1,174.0,0
0.0,298.2,307.8,1804.0,25.1,108.0,0
0.0,298.2,307.8,1528.0,31.1,194.0,0
0.0,300.8,312.6,1422.0,50.0,117.0,0
0.0,298.6,309.6,1715.0,28.4,90.0,0
0.0,296.8,307.8,1573.0,36.4,126.0,0
1.0,302.2,311.7,1653.0,31.4,2.0,0
0.0,299.6,309.4,1677.0,31.1,191.0,0
0.0,296.5,307.4,1292.0,52.5,62.0,0
2.0,299.8,310.2,1411.0,49.7,161.0,0
