x0,x1,x2,y
1.8740928406027813,5.483635171219952,1.3703737464778898,0
8.699638576881052,1.352429609825746,3.2999579029364434,1
4.87042185145447,1.7556653089786078,0.4368566625856951,0
8.05954841481195,1.6898077508602527,7.037699230956464,1
6.383483802541747,2.8996425741069487,1.9215523181276328,0
4.496866967869485,4.8789249546150835,1.2169723276218702,0
0.6541400209282977,9.4502704780392,6.33898935772057,1
7.220013434361635,5.89024687420586,3.300713305652787,1
9.868664644806724,8.210282519354399,3.9016499865295726,1
5.216223307168077,4.468581852396732,3.37375452000657,1
7.382668803313922,4.689696525543146,5.7391523381012615,1
5.231167856987691,9.047941802281793,7.056974415259595,1
7.654681325355721,2.7434198829651244,9.483064034627706,1
5.233711917163194,7.132634806076949,6.915595008038617,1
4.518776912032121,3.8428549181575624,7.901954605890943,0
8.315466022566834,7.964306256540699,9.05891513350069,1
5.599931936818644,0.1355455908318537,9.943006418147153,0
2.867694628119702,7.648613399440574,4.099402976107322,1
8.564247080038124,2.6000699709164596,5.613862155959062,1
3.2637734453639156,6.228463524649506,0.9417206832153824,0
9.716935826918107,4.594342259653862,3.271872471182146,1
8.214136817712268,4.709193584805082,9.544414793241533,1
5.8817933885402764,7.2971978287079695,2.337484254591504,1
8.818029740463428,8.158209850987346,7.6991961459343825,1
9.059914084967135,2.6478298298753176,1.825985126920192,1
5.531962542546314,7.056778564343002,7.631321446983208,1
0.4705337261788922,8.41756870345334,4.522826709025888,0
4.399239566650629,2.8803567234132696,6.573850870383263,0
4.036786561491307,1.6953314645522266,6.345142373338848,0
7.2331787513276495,5.908521544266488,9.511274003001539,1
4.527638306487638,6.388764849136107,9.431669373805226,1
0.2633818890732209,8.196333931060025,6.428193186289422,0
4.839704222562409,3.293156423124224,5.624508073269347,0
0.8409647590202207,2.7264186776000354,5.271747006542231,0
1.4255834315083227,0.4025963735458049,4.897386729432248,0
2.8506506863984726,9.630125423849922,3.087152271411775,1
4.9509461515124755,9.492123987158367,5.427979875938852,1
4.1635989952922206,5.010763982166482,6.2817377670897425,0
0.22533265656880186,7.479948394938982,6.6309563370249505,0
0.3361714808029881,5.00688179473204,8.47269455307773,0
6.615626754336704,6.181799651433168,9.646758249014683,1
7.629304606946498,7.417961861680917,2.6297040543006855,1
0.6398780974705975,9.943330405055463,7.360727648133798,1
3.3219104572533054,6.735018157233768,7.377914402583794,1
8.791246809823527,3.558849775904469,5.735165830155735,1
9.600877488267562,1.3657088918837046,9.036297684840287,1
2.6353689428656004,7.89476341560925,9.237773342772222,1
4.20443163352801,6.695860119107923,1.098755781005154,1
4.516994582923063,9.267940792836937,9.358138287245692,1
9.017073851534567,8.789719615518694,8.259462579894388,1
