x0,x1,x2,y
2.3903045012208244,7.625529340789857,6.03791199531968,1
5.874657742689945,7.522388803620242,8.9375523895913,1
6.638479947476763,9.670191798372047,6.192052486995305,1
8.093958639694952,8.22913923421823,0.9250224217268854,1
7.674221844198442,6.6230579399636405,9.604972978697786,1
6.7642567033494405,7.840730499692263,3.2564652755029178,1
4.101415378849669,5.414471768203982,3.24214387077295,1
4.956723906208577,7.92021019153157,3.8644629559979116,1
4.161591714137395,0.8177750588042099,3.834434217433469,0
1.9575114020875672,8.29673736730043,2.9226192593125666,1
8.087823491135893,4.853843202319284,4.647981098820008,1
5.633985530474966,2.6714943530422453,5.624754477957702,0
4.84121721994423,6.453150559770956,4.355220246481238,1
4.875851700668658,5.1229553920249105,3.086917707771377,1
1.9947848314963168,6.787841619836116,3.8237744229946813,0
7.269568389884839,4.956555713156272,2.94039278272105,1
4.374891806168452,6.496950616115447,8.790159704537848,1
4.283833522408768,7.111709781153096,8.05115916148537,1
6.546616411789069,9.032682478099467,9.28388594959659,1
1.0586692788157892,8.364187522466967,4.700447438550466,1
5.323306146760302,8.966229812714987,8.996365490015457,1
7.514321372647417,5.786747287251969,8.889540801857455,1
5.292730498121021,1.0166314944246335,1.241346214630128,0
6.392159090412931,2.1274022199001963,9.052525387943234,1
8.46820835734491,7.73827088842393,2.8430338551519094,1
3.2037443919998863,1.8354649690705283,2.76742863025535,0
9.505849016489249,6.579184992316817,3.9945864805069675,1
1.490357424454819,5.530354510971756,3.831671858705019,1
0.7196270481382272,6.150493111465244,1.502079680246371,0
2.0566840335111847,4.363221005869167,6.663099599805066,0
3.9317190365242007,9.955268519372789,1.2026879328525708,1
6.522446430297978,8.895464357174243,7.87778186356216,1
9.473158141375167,1.0361929877422815,4.088735471367434,1
7.582978481388154,4.190907077964653,1.437719333789057,1
9.4982859793117,0.053390048738425344,3.2965561214853634,1
8.443723088220953,2.290795197014094,9.553738487258384,1
2.9348279136069455,3.8137783670711145,5.861587404712054,0
5.943255142684106,1.0641675423027208,6.34348729274021,0
8.42550781219484,6.377972635016191,4.8550495883167635,1
9.917520290644012,8.737331231524399,0.8109691355429782,1
5.159925642717039,5.960433726805935,8.129587617863246,1
1.1460963045967687,4.861596284798143,1.6968912535945324,0
4.6930182087171355,0.15104542257142195,4.125685465600909,0
8.509594685713404,3.96985094062697,0.6053122461415883,1
5.096336600117446,0.3161608295054008,5.656151321300493,0
2.403431404165989,7.327715286415284,8.803377397806555,1
2.5898766724591935,9.581047210488734,5.652661432628587,1
2.9670450842752096,6.4973132487773615,9.159291828506124,1
9.604358833251194,5.332036038541168,3.041766923933152,1
6.91643398983785,8.000274812344536,2.2402517422900923,1
0.8170638708680134,9.008408681702587,5.501455753788424,1
2.026507488038688,6.827021087852303,1.638834912366497,0
5.349790258778353,3.7080649026324486,2.1343010461900214,1
8.160714498335238,4.840084284992594,4.1843538511879785,1
0.41882693413288763,1.243363372686992,9.931563896562052,0
6.525025734907782,2.24470465219719,2.275906211016836,1
8.94040862922976,1.0657876369341557,8.568486431852602,1
0.7185068732265043,1.3693351114608443,5.929461077890753,0
