424.39,831.96,1255.8,1682.3,2109,2534.3,791.49,0.60511,0.50072,1.2823,0.47905,0.49558,0.080645,0.14461,1.734,1.224,0.46239,0.16099,0.053759,0.34894,0.063793,0.06948,0.029275,0.14571,0.75022,0.48798,0.1262,0.065906,0.026222,0.081713,0.035452,0.022986,0.021833,4
464.67,87.727,164.38,906.23,259.71,1343.3,491.8,0.40089,0.36989,0.20467,0.32473,0.14893,0.13598,0.087048,0.13164,0.3391,0.28107,0.12643,0.082647,0.062633,0.070695,0.064394,0.048139,0.042238,0.041654,0.075704,0.10522,0.073071,0.04789,0.037175,0.030543,0.029025,0.025312,4
258.66,647.24,774,1550.3,1677.9,2108.1,713.2,1.2806,1.1103,0.96708,0.8971,0.80477,0.69617,0.55888,0.50643,0.42729,0.34608,0.2984,0.20687,0.15451,0.16912,0.15312,0.13823,0.14286,0.12848,0.11404,0.1011,0.090361,0.084103,0.071287,0.063612,0.048472,0.046141,12
902.43,461.44,1368.9,1810.3,2271.1,2711.6,844.46,1.0107,0.9846,0.42029,1.0715,0.7291,0.39158,0.050791,0.43005,2.4662,1.0666,0.37219,0.194,0.079618,0.3183,0.1403,0.18423,0.04362,0.13875,0.82025,1.2407,0.57137,0.12382,0.050211,0.069581,0.17689,0.031128,4
647.44,1297,86.271,2624.3,253.63,1941.9,1000.9,0.17177,0.41076,0.23619,0.094508,0.083432,0.45258,0.06612,0.10772,0.065911,0.040146,0.028395,0.043122,0.26916,0.44049,0.18744,0.045066,0.036482,0.03639,0.046577,0.028034,0.066316,0.027785,0.018993,0.027704,0.023086,0.018858,3
606.81,1238.9,1815.2,2409.7,3020.3,80.111,1105.9,0.091249,0.93523,1.2981,0.079069,0.83143,0.9134,0.085393,0.2996,0.23485,0.034687,0.096376,1.0165,1.6474,0.90718,0.19039,0.12457,0.12074,0.028634,0.15861,0.22216,0.036985,0.091781,0.043042,0.021049,0.050335,0.29606,12
639.22,1252.6,129.79,1854.2,1932.2,2501.3,884.85,0.28237,1.0017,0.86597,0.23497,0.45139,0.88255,0.18761,0.36187,0.14553,0.072763,0.11335,0.43884,1.1053,0.87165,0.43895,0.14885,0.072089,0.075037,0.063544,0.10606,0.09366,0.065515,0.068668,0.052416,0.06346,0.091431,3
1456.8,724.84,2921.7,2151.7,85.116,302.16,1111.6,0.072566,0.11856,0.068842,0.35397,0.031104,0.11716,0.54187,0.03972,0.13034,0.20436,0.048539,0.015955,0.025368,0.10503,0.73477,0.53368,0.15011,0.031164,0.02373,0.023068,0.089035,0.014371,0.052486,0.046192,0.016098,0.01846,3
599.43,1210.2,1806.9,2406.6,3010.2,85.855,1103.6,0.046184,0.27392,0.4494,0.044822,0.42648,0.25411,0.04686,0.17696,0.13255,0.03895,0.090443,0.58018,0.60592,0.25418,0.059123,0.043547,0.06565,0.027367,0.14566,0.12635,0.026589,0.026799,0.019857,0.019778,0.032816,0.14523,3
691.74,347.39,1034.8,1387.5,1731.6,2421.9,747.61,0.36274,0.48667,0.2395,0.50686,0.027051,0.60555,0.76647,0.24461,0.13374,0.11702,0.11623,0.081309,0.027343,0.37015,0.78398,0.41292,0.073541,0.040972,0.069938,0.024102,0.016926,0.11679,0.22386,0.11294,0.03097,0.019355,11
380.67,744.03,1118.9,1503.1,1887.9,2242.4,701.59,0.241,0.09247,0.35422,0.24095,0.095827,0.079142,0.5954,0.35021,0.16654,0.10418,0.10052,0.081026,0.065852,0.03877,0.11153,0.31459,0.22306,0.079463,0.039483,0.058944,0.041732,0.031792,0.03432,0.10065,0.14315,0.083524,2
383.21,765.13,1131.1,1511.8,1897.2,2282.1,709.42,0.25437,0.073626,0.42555,0.28641,0.14128,0.048795,0.71392,0.42763,0.18499,0.15164,0.056123,0.12874,0.067167,0.024329,0.065595,0.4146,0.31566,0.11527,0.037219,0.042765,0.044381,0.021843,0.018097,0.053574,0.16916,0.12543,4
613.28,1245.6,126.24,215.1,1851,344.09,680.38,0.16055,0.37837,0.36718,0.086869,0.20071,0.34456,0.073064,0.18577,0.089004,0.035005,0.040304,0.18124,0.46577,0.3168,0.11086,0.036923,0.047861,0.035504,0.034095,0.060622,0.038982,0.030915,0.022815,0.018284,0.02002,0.062182,3
676.3,1337,2020,2675.8,3357.5,7275.7,2348.1,0.018696,0.37373,0.1131,0.12912,0.032527,0.56161,0.12943,0.036444,0.14381,0.045914,0.022476,0.028481,0.12052,0.59817,0.3987,0.12421,0.034789,0.027118,0.040394,0.019412,0.022103,0.040001,0.019009,0.022333,0.018692,0.017214,5
701.01,349.85,1411.8,1047,1761.1,2111.5,660.33,0.13021,0.12623,0.098318,0.24755,0.013704,0.15171,0.36706,0.094016,0.097884,0.02607,0.067586,0.036394,0.014839,0.088617,0.3778,0.23241,0.048883,0.014069,0.035217,0.011772,0.0096454,0.022782,0.088366,0.065818,0.020294,0.0084461,11
480.94,959.3,1458,1942.5,2418.2,2922,912.27,0.48973,0.48687,0.040951,0.71133,0.10203,0.24244,0.066288,0.029829,0.30653,0.77745,0.38837,0.10683,0.053139,0.024506,0.11222,0.06112,0.037704,0.014832,0.01378,0.090749,0.33616,0.24791,0.068315,0.017606,0.010855,0.020183,2
435.57,895.28,1328.1,1800.7,84.972,2672.1,944.98,0.26741,0.23954,0.18542,0.2218,0.15513,0.098618,0.041692,0.19568,0.4697,0.21966,0.10877,0.068073,0.03838,0.10002,0.026477,0.02687,0.020276,0.048497,0.20007,0.18296,0.071357,0.023702,0.019495,0.02718,0.028481,0.017231,4
601.25,1204.7,1807.9,81.25,2406.5,2973.5,1095,0.039363,0.19998,0.3088,0.04046,0.26716,0.18746,0.038383,0.078047,0.050721,0.032078,0.067922,0.30566,0.36491,0.18125,0.056859,0.027208,0.025139,0.020029,0.05202,0.046736,0.022009,0.018214,0.019269,0.016869,0.028296,0.084162,12
570.75,1160.5,2322.6,1756.5,2885.3,83.619,1061.9,0.14215,0.31724,0.67143,0.11997,1.1215,0.23577,0.33022,0.12116,0.05318,0.082234,0.39803,1.2071,0.68591,0.22118,0.12974,0.084588,0.040408,0.085161,0.084803,0.042273,0.051059,0.030871,0.052976,0.1156,0.35985,0.48268,12
1238,605.13,2489.7,1850.4,83.237,3066.1,1132.5,0.078788,0.21643,0.25945,0.068326,0.31295,0.21297,0.076577,0.47682,0.11514,0.035935,0.059296,0.33156,0.7808,0.21207,0.082981,0.075499,0.056494,0.059833,0.036333,0.10449,0.025662,0.045415,0.026898,0.024747,0.037318,0.18245,12
699.05,1387,342.49,1071.2,1754.9,2077.7,650.1,0.2879,0.49577,0.25268,0.81591,0.10823,0.65021,1.0692,0.22469,0.35883,0.11643,0.18546,0.13522,0.087224,0.45912,1.1003,0.75721,0.28741,0.085707,0.10209,0.042084,0.03347,0.093445,0.21978,0.16442,0.097049,0.051629,11
357.9,731.01,1085.8,1465.1,2191.7,1843.3,688.8,1.6102,0.56356,1.612,0.58299,0.18008,0.53459,2.6514,1.6056,0.6001,0.28754,0.63043,0.16661,0.14282,0.08583,0.65844,0.73397,0.34015,0.14799,0.074147,0.13012,0.068142,0.038451,0.21003,0.64089,0.42669,0.13102,11
