file,timestamp,source,drift_type,ecpf_protocol,detector_type,warning_detector,drift_detector,warning_signal,drift_signal,uq_mode,uq_raw,uq_smoothed,gddm_U,gddm_G_warning,gddm_G_drift,gddm_drift_type,buffer_len,pool_size,best_idx,acc_current_on_warning,acc_best_on_warning,acc_new_on_warning
recurring_sud_sea100k_g00.csv,8003,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,0,0.9130434782608695,0.9130434782608695,0.8695652173913043
recurring_sud_sea100k_g01.csv,4744,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,0,0.8913043478260869,0.8913043478260869,0.9347826086956522
recurring_sud_sea100k_g02.csv,6094,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,0,0.9347826086956522,0.9347826086956522,0.8478260869565217
recurring_sud_sea100k_g02.csv,8261,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,1,0.9782608695652174,0.9782608695652174,0.9130434782608695
recurring_sud_sea100k_g02.csv,10924,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,1,0.782608695652174,0.782608695652174,0.8695652173913043
recurring_sud_sea100k_g03.csv,19499,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,0,0.9347826086956522,0.9347826086956522,0.9565217391304348
recurring_sud_sea100k_g03.csv,19708,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,0,0.9347826086956522,0.9347826086956522,0.9130434782608695
recurring_sud_sea100k_g04.csv,18596,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,0,0.8695652173913043,0.8695652173913043,0.9782608695652174
recurring_sud_sea100k_g05.csv,289,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,0,0.8043478260869565,0.8043478260869565,0.8913043478260869
recurring_sud_sea100k_g05.csv,376,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,113,3,0,0.9203539823008849,0.9203539823008849,0.8584070796460177
recurring_sud_sea100k_g05.csv,9843,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,3,2,0.8260869565217391,0.8260869565217391,0.9130434782608695
recurring_sud_sea100k_g05.csv,14824,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,4,2,0.6739130434782609,1.0,0.9565217391304348
recurring_sud_sea100k_g06.csv,319,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,0,0.8913043478260869,0.8913043478260869,0.782608695652174
recurring_sud_sea100k_g06.csv,462,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,3,0,0.8695652173913043,0.8913043478260869,0.9347826086956522
recurring_sud_sea100k_g06.csv,13057,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,4,2,0.8913043478260869,0.8913043478260869,0.9347826086956522
recurring_sud_sea100k_g06.csv,13138,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,337,4,1,0.8427299703264095,0.8902077151335311,0.9109792284866469
recurring_sud_sea100k_g08.csv,275,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,2,0,0.8478260869565217,0.8478260869565217,0.9130434782608695
recurring_sud_sea100k_g09.csv,438,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,241,2,0,0.8464730290456431,0.8464730290456431,0.8630705394190872
recurring_sud_sea100k_g09.csv,797,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,3,0,0.8478260869565217,0.9565217391304348,0.8043478260869565
recurring_sud_sea100k_g09.csv,889,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,65,3,0,0.8461538461538461,0.8461538461538461,0.9230769230769231
recurring_sud_sea100k_g09.csv,1027,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,3,3,0.8260869565217391,0.8260869565217391,0.8478260869565217
recurring_sud_sea100k_g09.csv,7996,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,4,4,0.7608695652173914,0.7608695652173914,0.9130434782608695
recurring_sud_sea100k_g09.csv,8995,meta_ecpf_hcdt,sudden,hcdt_detection_warning_then_rddm_validation,,,,,,mi_like,,,,,,,46,5,5,0.9782608695652174,0.9782608695652174,0.8695652173913043
